symbol,base,category,semantic_first_authority_ts,semantic_last_authority_ts,observed_official_snapshots,first_rank_day,last_rank_day,ranked_days,top_100_eligible_days,minimum_rank,maximum_rank,maximum_valid_prior_days,cohort_version,cohort_hash,survivorship_free_claim,continuous_tradeability_claim,exact_quote_volume_claim
PF_VETUSD,VET,Real-world assets,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,5,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,217,81,118,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_VINEUSD,VINE,Meme,2025-03-23 23:24:48+00:00,2026-07-17 00:00:00+00:00,4,2025-04-12 00:00:00+00:00,2025-12-31 00:00:00+00:00,264,83,56,204,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_VIRTUALUSD,VIRTUAL,AI,2025-03-23 23:24:48+00:00,2026-07-17 00:00:00+00:00,4,2025-04-12 00:00:00+00:00,2025-12-31 00:00:00+00:00,264,264,25,63,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_WIFUSD,WIF,Community,2024-04-17 12:34:20+00:00,2026-07-17 00:00:00+00:00,6,2024-05-07 00:00:00+00:00,2025-12-31 00:00:00+00:00,604,604,2,16,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_WLDUSD,WLD,Web3,2023-12-10 00:16:14+00:00,2026-07-17 00:00:00+00:00,7,2023-12-30 00:00:00+00:00,2025-12-31 00:00:00+00:00,733,733,6,56,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_WOOUSD,WOO,DeFi,2023-12-10 00:16:14+00:00,2026-07-17 00:00:00+00:00,7,2023-12-30 00:00:00+00:00,2025-12-31 00:00:00+00:00,733,363,45,237,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_WUSD,W,DeFi,2024-04-17 12:34:20+00:00,2026-07-17 00:00:00+00:00,6,2024-05-07 00:00:00+00:00,2025-12-31 00:00:00+00:00,604,534,30,124,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_XCNUSD,XCN,DeFi,2025-03-23 23:24:48+00:00,2026-07-17 00:00:00+00:00,4,2025-04-12 00:00:00+00:00,2025-12-31 00:00:00+00:00,264,0,103,203,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_XLMUSD,XLM,Layer 1,2023-02-23 08:48:16+00:00,2026-07-17 00:00:00+00:00,8,2023-03-15 00:00:00+00:00,2025-12-31 00:00:00+00:00,1023,1023,5,68,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_XMRUSD,XMR,Privacy,2023-02-23 08:48:16+00:00,2026-07-17 00:00:00+00:00,8,2023-03-15 00:00:00+00:00,2025-12-31 00:00:00+00:00,1023,1023,8,43,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_XRPUSD,XRP,Layer 1,2023-02-23 08:48:16+00:00,2026-07-17 00:00:00+00:00,8,2023-03-15 00:00:00+00:00,2025-12-31 00:00:00+00:00,1023,1023,1,5,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_XTZUSD,XTZ,Layer 1,2023-02-23 08:48:16+00:00,2026-07-17 00:00:00+00:00,8,2023-03-15 00:00:00+00:00,2025-12-31 00:00:00+00:00,1023,947,11,128,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_XVSUSD,XVS,DeFi,2025-03-23 23:24:48+00:00,2026-07-17 00:00:00+00:00,4,2025-04-12 00:00:00+00:00,2025-12-31 00:00:00+00:00,264,0,200,253,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_YFIUSD,YFI,DeFi,2023-02-23 08:48:16+00:00,2026-07-17 00:00:00+00:00,7,2023-03-15 00:00:00+00:00,2025-12-31 00:00:00+00:00,1023,803,8,142,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_YGGUSD,YGG,Gaming,2024-04-17 12:34:20+00:00,2026-07-17 00:00:00+00:00,5,2024-05-07 00:00:00+00:00,2025-12-31 00:00:00+00:00,604,234,70,196,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_ZECUSD,ZEC,Privacy,2023-02-23 08:48:16+00:00,2025-08-15 21:21:34+00:00,6,2023-03-15 00:00:00+00:00,2025-12-31 00:00:00+00:00,1023,1023,2,76,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_ZENUSD,ZEN,DeFi,2025-03-23 23:24:48+00:00,2026-07-17 00:00:00+00:00,4,2025-04-12 00:00:00+00:00,2025-12-31 00:00:00+00:00,264,77,56,234,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_ZEREBROUSD,ZEREBRO,Meme,2025-03-23 23:24:48+00:00,2026-07-17 00:00:00+00:00,4,2025-04-12 00:00:00+00:00,2025-12-31 00:00:00+00:00,264,14,93,224,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_ZETAUSD,ZETA,Web3,2025-03-23 23:24:48+00:00,2026-07-17 00:00:00+00:00,4,2025-04-12 00:00:00+00:00,2025-12-31 00:00:00+00:00,264,9,87,240,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_ZILUSD,ZIL,DeFi,2025-03-23 23:24:48+00:00,2026-07-17 00:00:00+00:00,4,2025-04-12 00:00:00+00:00,2025-12-31 00:00:00+00:00,264,0,143,220,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_ZKUSD,ZK,Layer 2,2025-03-23 23:24:48+00:00,2026-07-17 00:00:00+00:00,4,2025-04-12 00:00:00+00:00,2025-12-31 00:00:00+00:00,264,261,60,101,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_ZROUSD,ZRO,DeFi,2025-03-23 23:24:48+00:00,2026-07-17 00:00:00+00:00,4,2025-04-12 00:00:00+00:00,2025-12-31 00:00:00+00:00,264,135,52,134,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_ZRXUSD,ZRX,DeFi,2023-12-10 00:16:14+00:00,2026-07-17 00:00:00+00:00,6,2023-12-30 00:00:00+00:00,2025-12-31 00:00:00+00:00,733,378,28,182,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
