symbol,base,category,semantic_first_authority_ts,semantic_last_authority_ts,observed_official_snapshots,first_rank_day,last_rank_day,ranked_days,top_100_eligible_days,minimum_rank,maximum_rank,maximum_valid_prior_days,cohort_version,cohort_hash,survivorship_free_claim,continuous_tradeability_claim,exact_quote_volume_claim
PF_1INCHUSD,1INCH,DeFi,2023-02-23 08:48:16+00:00,2026-07-17 00:00:00+00:00,9,2023-03-15 00:00:00+00:00,2025-12-31 00:00:00+00:00,1023,856,19,170,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_AAVEUSD,AAVE,DeFi,2023-02-23 08:48:16+00:00,2026-07-17 00:00:00+00:00,9,2023-03-15 00:00:00+00:00,2025-12-31 00:00:00+00:00,1023,1023,6,54,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_ACEUSD,ACE,Gaming,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,0,101,246,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_ADAUSD,ADA,Layer 1,2023-02-23 08:48:16+00:00,2026-07-17 00:00:00+00:00,9,2023-03-15 00:00:00+00:00,2025-12-31 00:00:00+00:00,1023,1023,3,15,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_AEVOUSD,AEVO,DeFi,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,0,118,188,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_AGLDUSD,AGLD,Gaming,2023-12-10 00:16:14+00:00,2026-07-17 00:00:00+00:00,8,2023-12-30 00:00:00+00:00,2025-12-31 00:00:00+00:00,733,318,29,250,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_AIXBTUSD,AIXBT,AI,2025-02-08 03:03:05+00:00,2026-07-17 00:00:00+00:00,5,2025-02-28 00:00:00+00:00,2025-12-31 00:00:00+00:00,307,219,50,114,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_AKTUSD,AKT,DeFi,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,1,100,208,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_ALCHUSD,ALCH,AI,2025-02-08 03:03:05+00:00,2026-07-17 00:00:00+00:00,5,2025-02-28 00:00:00+00:00,2025-12-31 00:00:00+00:00,307,119,38,183,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_ALGOUSD,ALGO,Layer 1,2023-02-23 08:48:16+00:00,2026-07-17 00:00:00+00:00,9,2023-03-15 00:00:00+00:00,2025-12-31 00:00:00+00:00,1023,1023,18,79,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_ALICEUSD,ALICE,Gaming,2023-02-23 08:48:16+00:00,2026-07-17 00:00:00+00:00,9,2023-03-15 00:00:00+00:00,2025-12-31 00:00:00+00:00,1023,630,54,230,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_ALTUSD,ALT,DeFi,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,0,108,224,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_ANIMEUSD,ANIME,NFT,2025-02-08 03:03:05+00:00,2026-07-17 00:00:00+00:00,5,2025-02-28 00:00:00+00:00,2025-12-31 00:00:00+00:00,307,0,118,242,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_ANKRUSD,ANKR,DeFi,2023-02-23 08:48:16+00:00,2026-07-17 00:00:00+00:00,9,2023-03-15 00:00:00+00:00,2025-12-31 00:00:00+00:00,1023,653,29,205,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_APEUSD,APE,Community,2023-02-23 08:48:16+00:00,2026-07-17 00:00:00+00:00,9,2023-03-15 00:00:00+00:00,2025-12-31 00:00:00+00:00,1023,1023,9,89,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_API3USD,API3,DeFi,2024-04-17 12:34:20+00:00,2026-07-17 00:00:00+00:00,7,2024-05-07 00:00:00+00:00,2025-12-31 00:00:00+00:00,604,262,64,191,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_APTUSD,APT,Layer 1,2023-02-23 08:48:16+00:00,2026-07-17 00:00:00+00:00,9,2023-03-15 00:00:00+00:00,2025-12-31 00:00:00+00:00,1023,1023,14,71,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_ARBUSD,ARB,Layer 2,2023-12-10 00:16:14+00:00,2026-07-17 00:00:00+00:00,8,2023-12-30 00:00:00+00:00,2025-12-31 00:00:00+00:00,733,733,6,38,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_ARCUSD,ARC,AI,2025-02-08 03:03:05+00:00,2026-07-17 00:00:00+00:00,5,2025-02-28 00:00:00+00:00,2025-12-31 00:00:00+00:00,307,88,68,219,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_ARKMUSD,ARKM,AI,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,12,93,227,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_ARUSD,AR,Web3,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,302,48,122,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_ASTRUSD,ASTR,Web3,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,0,151,231,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_ATHUSD,ATH,AI,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,19,88,205,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_ATOMUSD,ATOM,DeFi,2023-02-23 08:48:16+00:00,2026-07-17 00:00:00+00:00,9,2023-03-15 00:00:00+00:00,2025-12-31 00:00:00+00:00,1023,1023,5,55,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_AUCTIONUSD,AUCTION,DeFi,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,41,61,247,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_AVAXUSD,AVAX,Layer 1,2023-02-23 08:48:16+00:00,2026-07-17 00:00:00+00:00,9,2023-03-15 00:00:00+00:00,2025-12-31 00:00:00+00:00,1023,1023,2,22,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_AXSUSD,AXS,Gaming,2023-02-23 08:48:16+00:00,2026-07-17 00:00:00+00:00,9,2023-03-15 00:00:00+00:00,2025-12-31 00:00:00+00:00,1023,1014,8,104,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_B3USD,B3,Gaming,2025-03-23 23:24:48+00:00,2026-07-17 00:00:00+00:00,4,2025-04-12 00:00:00+00:00,2025-12-31 00:00:00+00:00,264,0,207,248,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_BANANAUSD,BANANA,DeFi,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,7,98,240,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_BANDUSD,BAND,DeFi,2023-02-23 08:48:16+00:00,2026-07-17 00:00:00+00:00,9,2023-03-15 00:00:00+00:00,2025-12-31 00:00:00+00:00,1023,606,45,222,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_BATUSD,BAT,Community,2023-02-23 08:48:16+00:00,2026-07-17 00:00:00+00:00,9,2023-03-15 00:00:00+00:00,2025-12-31 00:00:00+00:00,1023,723,44,201,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_BBUSD,BB,DeFi,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,1,97,235,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_BCHUSD,BCH,Layer 1,2023-02-23 08:48:16+00:00,2026-07-17 00:00:00+00:00,9,2023-03-15 00:00:00+00:00,2025-12-31 00:00:00+00:00,1023,1023,3,57,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_BEAMUSD,BEAM,Gaming,2024-04-17 12:34:20+00:00,2026-07-17 00:00:00+00:00,7,2024-05-08 00:00:00+00:00,2025-12-31 00:00:00+00:00,603,268,38,213,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_BELUSD,BEL,DeFi,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,0,115,250,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_BERAUSD,BERA,DeFi,2025-03-23 23:24:48+00:00,2026-07-17 00:00:00+00:00,4,2025-04-12 00:00:00+00:00,2025-12-31 00:00:00+00:00,264,179,76,133,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_BICOUSD,BICO,Web3,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,0,149,223,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_BIGTIMEUSD,BIGTIME,Gaming,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,41,71,228,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_BIOUSD,BIO,Utility,2025-02-08 03:03:05+00:00,2026-07-17 00:00:00+00:00,5,2025-02-28 00:00:00+00:00,2025-12-31 00:00:00+00:00,307,43,60,227,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_BLURUSD,BLUR,Community,2023-02-23 08:48:16+00:00,2026-07-17 00:00:00+00:00,9,2023-03-15 00:00:00+00:00,2025-12-31 00:00:00+00:00,1023,731,13,202,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_BNBUSD,BNB,Layer 1,2023-12-10 00:16:14+00:00,2026-07-17 00:00:00+00:00,8,2023-12-30 00:00:00+00:00,2025-12-31 00:00:00+00:00,733,733,4,40,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_BNTUSD,BNT,DeFi,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,0,157,233,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_BOMEUSD,BOME,Community,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,74,83,166,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_BONKUSD,BONK,Community,2024-04-17 12:34:20+00:00,2026-07-17 00:00:00+00:00,7,2024-05-07 00:00:00+00:00,2025-12-31 00:00:00+00:00,604,604,8,59,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_BRETTUSD,BRETT,Meme,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,370,42,94,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_C98USD,C98,DeFi,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,0,120,228,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_CAKEUSD,CAKE,DeFi,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,131,66,184,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_CATIUSD,CATI,Gaming,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,0,140,250,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_CATUSD,CAT,Meme,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,176,56,248,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_CELOUSD,CELO,DeFi,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,0,132,229,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_CELRUSD,CELR,DeFi,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,0,136,224,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_CETUSUSD,CETUS,DeFi,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,0,117,244,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_CFXUSD,CFX,Web3,2023-12-10 00:16:14+00:00,2026-07-17 00:00:00+00:00,8,2023-12-30 00:00:00+00:00,2025-12-31 00:00:00+00:00,733,421,41,218,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_CGPTUSD,CGPT,AI,2025-02-08 03:03:05+00:00,2026-07-17 00:00:00+00:00,5,2025-02-28 00:00:00+00:00,2025-12-31 00:00:00+00:00,307,0,164,247,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_CHILLGUYUSD,CHILLGUY,Meme,2025-02-08 03:03:05+00:00,2026-07-17 00:00:00+00:00,5,2025-02-28 00:00:00+00:00,2025-12-31 00:00:00+00:00,307,45,78,229,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_CHRUSD,CHR,DeFi,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,0,127,237,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_CHZUSD,CHZ,Community,2023-02-23 08:48:16+00:00,2026-07-17 00:00:00+00:00,9,2023-03-15 00:00:00+00:00,2025-12-31 00:00:00+00:00,1023,784,27,159,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_CKBUSD,CKB,Web3,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,0,132,251,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_COMPUSD,COMP,DeFi,2023-02-23 08:48:16+00:00,2026-07-17 00:00:00+00:00,9,2023-03-15 00:00:00+00:00,2025-12-31 00:00:00+00:00,1023,878,17,157,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_COOKIEUSD,COOKIE,AI,2025-02-08 03:03:05+00:00,2026-07-17 00:00:00+00:00,5,2025-02-28 00:00:00+00:00,2025-12-31 00:00:00+00:00,307,17,85,234,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_COTIUSD,COTI,DeFi,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,2,100,185,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_COWUSD,COW,DeFi,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,24,77,253,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_CROUSD,CRO,Layer 1,2025-02-08 03:03:05+00:00,2026-07-17 00:00:00+00:00,5,2025-02-28 00:00:00+00:00,2025-12-31 00:00:00+00:00,307,109,59,166,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_CRVUSD,CRV,DeFi,2023-02-23 08:48:16+00:00,2026-07-17 00:00:00+00:00,9,2023-03-15 00:00:00+00:00,2025-12-31 00:00:00+00:00,1023,1023,2,45,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_CTSIUSD,CTSI,DeFi,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,14,82,237,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_CVXUSD,CVX,DeFi,2023-12-10 00:16:14+00:00,2026-07-17 00:00:00+00:00,8,2023-12-30 00:00:00+00:00,2025-12-31 00:00:00+00:00,733,495,39,182,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_CYBERUSD,CYBER,Web3,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,0,141,244,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_DASHUSD,DASH,Layer 1,2023-02-23 08:48:16+00:00,2026-07-17 00:00:00+00:00,9,2023-03-15 00:00:00+00:00,2025-12-31 00:00:00+00:00,1023,897,17,142,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_DEEPUSD,DEEP,DeFi,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,80,75,250,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_DEGENUSD,DEGEN,Meme,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,65,73,205,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_DENTUSD,DENT,DePIN,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,0,145,245,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_DEXEUSD,DEXE,AI,2025-02-08 03:03:05+00:00,2026-07-17 00:00:00+00:00,5,2025-02-28 00:00:00+00:00,2025-12-31 00:00:00+00:00,307,0,109,250,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_DOGEUSD,DOGE,Community,2023-02-23 08:48:16+00:00,2026-07-17 00:00:00+00:00,9,2023-03-15 00:00:00+00:00,2025-12-31 00:00:00+00:00,1023,1023,2,12,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_DOGSUSD,DOGS,Meme,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,0,121,233,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_DOGUSD,DOG,Meme,2024-12-07 02:16:51+00:00,2026-07-17 00:00:00+00:00,6,2024-12-27 00:00:00+00:00,2025-12-31 00:00:00+00:00,370,175,39,214,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_DOTUSD,DOT,Layer 1,2023-02-23 08:48:16+00:00,2026-07-17 00:00:00+00:00,9,2023-03-15 00:00:00+00:00,2025-12-31 00:00:00+00:00,1023,1023,3,29,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_DYDXUSD,DYDX,DeFi,2023-02-23 08:48:16+00:00,2026-07-17 00:00:00+00:00,9,2023-03-15 00:00:00+00:00,2025-12-31 00:00:00+00:00,1023,1023,13,97,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_DYMUSD,DYM,DeFi,2024-04-17 12:34:20+00:00,2026-07-17 00:00:00+00:00,7,2024-05-07 00:00:00+00:00,2025-12-31 00:00:00+00:00,604,257,37,189,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
PF_EGLDUSD,EGLD,Layer 1,2023-02-23 08:48:16+00:00,2026-07-17 00:00:00+00:00,9,2023-03-15 00:00:00+00:00,2025-12-31 00:00:00+00:00,1023,713,33,172,30,c01_mechanism_proof_top100_close_based_proxy_v1_20260717,768b09c731a728e31ce1d882862878c698cbf19e6883b1d0fe02505edb619f15,False,False,False
