variant,n_trades,win_rate,gross_profit,gross_loss,profit_factor,net_pnl,avg_win,avg_loss,avg_hold_hours,cagr,max_dd,mar,sharpe_ann,start,end
priceATR,417,0.47721822541966424,5623.076997061821,2181.421942139875,2.5777117615062775,3441.6550549219464,28.256668326943824,-10.006522670366397,32.11270983213429,15.155855235160491,-0.21403525472178908,70.81008806171035,5.225901526451645,2025-01-25 02:45:00+00:00,2025-08-08 17:30:00+00:00
avwap_dynamic,1281,0.4277907884465261,16286.66738080082,7294.558736158648,2.232714543796718,8992.108644642172,29.72019595036646,-9.951649026137309,30.319867291178767,69.20696857457152,-0.5320285418553263,130.0813079186095,3.8214401572719368,2025-01-22 21:10:00+00:00,2025-08-09 12:20:00+00:00
