variant,n_trades,win_rate,gross_profit,gross_loss,profit_factor,net_pnl,avg_win,avg_loss,avg_hold_hours,cagr,max_dd,mar,sharpe_ann,start,end
priceATR,1281,0.4277907884465261,16286.66738080082,7294.558736158648,2.232714543796718,8992.108644642172,29.72019595036646,-9.951649026137309,30.319867291178767,69.20696857457152,-0.5320285418553263,130.0813079186095,3.8214401572719368,2025-01-22 21:10:00+00:00,2025-08-09 12:20:00+00:00
avwap_static,1440,0.5291666666666667,12071.486700932219,4755.2222738277105,2.538574646104879,7316.264427104508,15.84184606421551,-7.013602173787183,24.895543981481477,50.10383348419803,-0.7244210862378115,69.16396338544739,2.23775602912371,2025-01-22 22:15:00+00:00,2025-08-09 12:20:00+00:00
