scope,threshold,n,pos_rate,mean_pnl_R,sum_pnl_R,win_rate,time_rate,mean_pnl_R_not_time,rank_by_mean_pnl,rank_by_sum_pnl
ALL,0.7000000000000001,252,0.7261904761904762,2.187883808718266,551.3467197970031,0.7976190476190477,0.3531746031746032,2.7445784096842725,1.0,32.0
RISK_ON_1,0.0,3524,0.28944381384790013,0.15888830752621708,559.922395722389,0.3195232690124858,0.1872871736662883,-0.03968625065694057,35.0,33.0
RISK_ON_1,0.02,3460,0.2945086705202312,0.18897988961061832,653.8704180527394,0.32514450867052025,0.1907514450867052,-0.007040499839688345,34.0,30.0
RISK_ON_1,0.04,3319,0.3067188912322989,0.2406761662643777,798.8041958314697,0.3383549261825851,0.19795119011750528,0.04735031177283371,33.0,27.0
RISK_ON_1,0.06,3141,0.32346386501114294,0.3099265512117308,973.4792973560463,0.3565743393823623,0.2078955746577523,0.12122510793505724,32.0,24.0
RISK_ON_1,0.08,2965,0.33895446880269814,0.3721482050480684,1103.4194279675228,0.3736930860033727,0.21686340640809443,0.18693875400338886,31.0,20.0
RISK_ON_1,0.1,2772,0.3556998556998557,0.44352636518449323,1229.4550842914152,0.3917748917748918,0.22582972582972582,0.26867696150568743,30.0,17.0
RISK_ON_1,0.12,2599,0.37322046941131204,0.5179575727424625,1346.17173155766,0.4109272797229704,0.23624470950365525,0.3568839065740585,29.0,14.0
RISK_ON_1,0.14,2445,0.38977505112474436,0.5864690393216343,1433.9168011413958,0.42903885480572596,0.24703476482617587,0.43568018291227656,28.0,10.0
RISK_ON_1,0.16,2291,0.404190309908337,0.6496772034100469,1488.4104730124175,0.4452204277608031,0.25491051942383236,0.5128354985991934,27.0,8.0
RISK_ON_1,0.18,2150,0.42,0.7102078512271985,1526.946880138477,0.46232558139534885,0.26372093023255816,0.5865651490680692,26.0,5.0
RISK_ON_1,0.2,2029,0.4346968950221784,0.7764119303316123,1575.3398066428413,0.47905372104484967,0.2720551996057171,0.675464888999654,25.0,1.0
RISK_ON_1,0.22,1885,0.45039787798408487,0.8351779514294577,1574.3104384445278,0.49496021220159153,0.27957559681697614,0.7479192681421855,24.0,2.0
RISK_ON_1,0.24,1761,0.4645088018171493,0.8915911794063239,1570.0920669345364,0.5093696763202725,0.2867688813174333,0.8205171517444089,23.0,3.0
RISK_ON_1,0.26,1638,0.47374847374847373,0.9430821841683554,1544.7686176677662,0.5195360195360196,0.2869352869352869,0.8916640547389647,22.0,4.0
RISK_ON_1,0.28,1520,0.48947368421052634,1.002018182786382,1523.067637835301,0.5348684210526315,0.29605263157894735,0.9649239318295322,21.0,6.0
RISK_ON_1,0.3,1430,0.4993006993006993,1.0429234862882295,1491.380585392168,0.5468531468531469,0.3027972027972028,1.0207596257256142,20.0,7.0
RISK_ON_1,0.32,1327,0.5101733232856066,1.0890035238873488,1445.1076761985119,0.5584024114544084,0.30519969856819895,1.0792766487026375,19.0,9.0
RISK_ON_1,0.34,1221,0.5298935298935299,1.1731677862666323,1432.437867031558,0.5749385749385749,0.30876330876330876,1.1912367997285846,18.0,11.0
RISK_ON_1,0.36,1147,0.5361813426329556,1.1997695891674316,1376.135718775044,0.5823888404533566,0.3077593722755013,1.2240610867702286,17.0,12.0
RISK_ON_1,0.38,1062,0.5546139359698682,1.2795345080615483,1358.8656475613643,0.5988700564971752,0.3107344632768362,1.333053348886005,16.0,13.0
RISK_ON_1,0.4,980,0.563265306122449,1.3223290297241284,1295.8824491296457,0.6091836734693877,0.3122448979591837,1.395650952559264,15.0,15.0
RISK_ON_1,0.42,901,0.5826859045504994,1.399612201581809,1261.05059362521,0.6304106548279689,0.3218645948945616,1.5071562381362453,14.0,16.0
RISK_ON_1,0.44,835,0.5904191616766467,1.436490459930637,1199.469534042082,0.6407185628742516,0.32455089820359284,1.5677057897903415,13.0,18.0
RISK_ON_1,0.46,773,0.5976714100905562,1.470354467156183,1136.5840031117295,0.6468305304010349,0.32341526520051744,1.6090791228029426,12.0,19.0
RISK_ON_1,0.48,703,0.615931721194879,1.544302259551906,1085.64448846499,0.6600284495021337,0.3200568990042674,1.7005880774407822,11.0,21.0
