model,fold,target,train_n,test_n,t_test_start,t_test_end,slice,state,n,pos_rate,auc,avg_precision,logloss,brier,accuracy@0.5,precision@0.5,recall@0.5,mean_pnl_R,top10_n,top10_mean_pnl_R,top10_winrate,top10_timerate
logreg,2,y_good_05,6753,1358,2024-03-03 10:15:00+00:00,2024-09-24 00:00:00+00:00,S5_btcRisk_x_regimeUp,6,413.0,0.1937046004842615,0.7382882882882883,0.35269854898578634,0.48255953910270866,0.15779655164824857,0.7723970944309927,0.39705882352941174,0.3375,-0.22971349498556018,41.0,0.923480439097337,0.5853658536585366,0.4146341463414634
logreg,2,y_good_05,6753,1358,2024-03-03 10:15:00+00:00,2024-09-24 00:00:00+00:00,S5_btcRisk_x_regimeUp,7,560.0,0.21428571428571427,0.762159090909091,0.491861764598974,0.5468386049067336,0.18613320257256857,0.7017857142857142,0.38308457711442784,0.6416666666666667,-0.11292990348397333,56.0,1.377320910889491,0.5535714285714286,0.25
logreg,2,y_good_05,6753,1358,2024-03-03 10:15:00+00:00,2024-09-24 00:00:00+00:00,S6_fresh_x_compress,7,404.0,0.2103960396039604,0.7148073022312373,0.44664802126548286,0.5248643135083433,0.1762326910410052,0.7400990099009901,0.4019607843137255,0.4823529411764706,-0.09798645771175725,40.0,1.3671739111557715,0.65,0.375
logreg,2,y_good_05,6753,1358,2024-03-03 10:15:00+00:00,2024-09-24 00:00:00+00:00,S6_fresh_x_compress,6,461.0,0.21691973969631237,0.691994459833795,0.40682174710149277,0.5660414855463006,0.19360231758533522,0.6898047722342733,0.35374149659863946,0.52,-0.1605894696118365,46.0,1.2360968746211454,0.5217391304347826,0.2391304347826087
logreg,2,y_good_05,6753,1358,2024-03-03 10:15:00+00:00,2024-09-24 00:00:00+00:00,S6_fresh_x_compress,8,283.0,0.20141342756183744,0.7579568390001552,0.40390307601202025,0.503545126856371,0.16918586285281864,0.7279151943462897,0.3611111111111111,0.45614035087719296,-0.30245320752034394,28.0,0.4368523929058533,0.42857142857142855,0.25
logreg,3,y_good_05,6765,1358,2024-09-24 00:00:00+00:00,2025-01-17 00:00:00+00:00,SCOPE,RISK_ON_1,309.0,0.3074433656957929,0.759272011805214,0.5767346459231486,0.7343538023648142,0.2593530329886258,0.5889967637540453,0.42,0.8842105263157894,0.30027046179785566,30.0,2.3457435195756386,0.7666666666666667,0.23333333333333334
logreg,3,y_good_05,6765,1358,2024-09-24 00:00:00+00:00,2025-01-17 00:00:00+00:00,S1_regime_code_1d,1,310.0,0.20967741935483872,0.7303610675039247,0.4016982944788916,0.5955380316798902,0.20441063870691814,0.6709677419354839,0.3391304347826087,0.6,-0.18760230367495886,31.0,0.947674924033192,0.5483870967741935,0.25806451612903225
logreg,3,y_good_05,6765,1358,2024-09-24 00:00:00+00:00,2025-01-17 00:00:00+00:00,S1_regime_code_1d,2,340.0,0.22058823529411764,0.7346415094339623,0.44831713500147413,0.6109769954339507,0.21340855383982282,0.6588235294117647,0.35664335664335667,0.68,-0.041041718922128864,34.0,1.5496502427676007,0.6470588235294118,0.3235294117647059
logreg,3,y_good_05,6765,1358,2024-09-24 00:00:00+00:00,2025-01-17 00:00:00+00:00,S1_regime_code_1d,3,575.0,0.3026086956521739,0.7206122624473299,0.4993074014906139,0.658088512576922,0.22512341910536396,0.671304347826087,0.4708171206225681,0.6954022988505747,0.29235088433244294,57.0,1.4787398008895296,0.5789473684210527,0.14035087719298245
logreg,3,y_good_05,6765,1358,2024-09-24 00:00:00+00:00,2025-01-17 00:00:00+00:00,S2_markov_x_vol1d,0,677.0,0.276218611521418,0.724391574811743,0.4931211692262961,0.649394897305689,0.2246255425448295,0.6617429837518464,0.4309210526315789,0.7005347593582888,0.15928524569886823,67.0,1.552934934764512,0.6119402985074627,0.19402985074626866
