multiplicity_family,translation_id,attempt_id,attempt,parent_direction,mechanism,registered_before_counts,robustness_only,can_rescue_primary,feature_extension_hash,generator_hash,event_count
KDA02A,KDA02A_v2_liquidation_oi_purge_state_machine,primary_negative_active_purge_continuation,primary,negative,active_purge_continuation,True,False,False,798b45d05f4a8a19650da593b26e1b193a94593f270d0c53d80c03fffb0bbf1a,b2b72377d04ace8069f30722cdcbcb937fd262b0e7a0b741e563acd07fa490f2,359
KDA02A,KDA02A_v2_liquidation_oi_purge_state_machine,primary_negative_completed_purge_reversal,primary,negative,completed_purge_reversal,True,False,False,798b45d05f4a8a19650da593b26e1b193a94593f270d0c53d80c03fffb0bbf1a,b2b72377d04ace8069f30722cdcbcb937fd262b0e7a0b741e563acd07fa490f2,2834
KDA02A,KDA02A_v2_liquidation_oi_purge_state_machine,primary_positive_active_purge_continuation,primary,positive,active_purge_continuation,True,False,False,798b45d05f4a8a19650da593b26e1b193a94593f270d0c53d80c03fffb0bbf1a,b2b72377d04ace8069f30722cdcbcb937fd262b0e7a0b741e563acd07fa490f2,52
KDA02A,KDA02A_v2_liquidation_oi_purge_state_machine,primary_positive_completed_purge_reversal,primary,positive,completed_purge_reversal,True,False,False,798b45d05f4a8a19650da593b26e1b193a94593f270d0c53d80c03fffb0bbf1a,b2b72377d04ace8069f30722cdcbcb937fd262b0e7a0b741e563acd07fa490f2,1025
KDA02A,KDA02A_v2_liquidation_oi_purge_state_machine,robustness_negative_active_purge_continuation,robustness,negative,active_purge_continuation,True,True,False,798b45d05f4a8a19650da593b26e1b193a94593f270d0c53d80c03fffb0bbf1a,b2b72377d04ace8069f30722cdcbcb937fd262b0e7a0b741e563acd07fa490f2,69
KDA02A,KDA02A_v2_liquidation_oi_purge_state_machine,robustness_negative_completed_purge_reversal,robustness,negative,completed_purge_reversal,True,True,False,798b45d05f4a8a19650da593b26e1b193a94593f270d0c53d80c03fffb0bbf1a,b2b72377d04ace8069f30722cdcbcb937fd262b0e7a0b741e563acd07fa490f2,619
KDA02A,KDA02A_v2_liquidation_oi_purge_state_machine,robustness_positive_active_purge_continuation,robustness,positive,active_purge_continuation,True,True,False,798b45d05f4a8a19650da593b26e1b193a94593f270d0c53d80c03fffb0bbf1a,b2b72377d04ace8069f30722cdcbcb937fd262b0e7a0b741e563acd07fa490f2,11
KDA02A,KDA02A_v2_liquidation_oi_purge_state_machine,robustness_positive_completed_purge_reversal,robustness,positive,completed_purge_reversal,True,True,False,798b45d05f4a8a19650da593b26e1b193a94593f270d0c53d80c03fffb0bbf1a,b2b72377d04ace8069f30722cdcbcb937fd262b0e7a0b741e563acd07fa490f2,159
KDA02B,KDA02B_oi_vacuum_without_liquidation_candidate_library,kda02b_oi_vacuum_inactive,inactive,both,oi_vacuum_without_liquidation,True,False,False,,,0
