family_id,symbol,event_count,event_share,rank
KDA02,PF_MINAUSD,4179,0.0033372410224303483,97
KDA02,PF_RAYUSD,3987,0.003183914801730031,98
KDA02,PF_MELANIAUSD,3783,0.0030210056922359437,99
KDA02,PF_NEIROUSD,3604,0.002878060934395543,100
KDA02,PF_EGLDUSD,3507,0.002800599249979237,101
KDA02,PF_LUNA2USD,3495,0.0027910163611854673,102
KDA02,PF_PENDLEUSD,3473,0.0027734477317302225,103
KDA02,PF_GRASSUSD,3435,0.002743101917216618,104
KDA02,PF_ARUSD,3396,0.002711957528636866,105
KDA02,PF_ZRXUSD,3251,0.0025961642890454805,106
KDA02,PF_GMXUSD,3112,0.0024851624938509796,107
KDA02,PF_CVXUSD,3052,0.0024372480498821305,108
KDA02,PF_ANKRUSD,2882,0.002301490458637058,109
KDA02,PF_GRIFFAINUSD,2741,0.002188891515310262,110
KDA02,PF_DYMUSD,2698,0.00215455283046592,111
KDA02,PF_PUMPUSD,2569,0.0020515367759328944,112
KDA02,PF_DOGUSD,2528,0.0020187952392208474,113
KDA02,PF_BATUSD,2491,0.0019892479987733904,114
KDA02,PF_BEAMUSD,2404,0.0019197720550185589,115
KDA02,PF_ETHFIUSD,2389,0.0019077934440263466,116
KDA02,PF_ZKUSD,2388,0.0019069948699601991,117
KDA02,PF_AIXBTUSD,2328,0.0018590804259913498,118
KDA02,PF_WOOUSD,2117,0.0016905812980342301,119
KDA02,PF_AGLDUSD,2093,0.0016714155204466904,120
KDA02,PF_CATUSD,1926,0.0015380536514000601,121
KDA02,PF_VETUSD,1836,0.0014661819854467862,122
KDA02,PF_ALCHUSD,1833,0.0014637862632483438,123
KDA02,PF_FLRUSD,1715,0.0013695545234429403,124
KDA02,PF_SAGAUSD,1656,0.0013224386535402386,125
KDA02,PF_FLOWUSD,1631,0.0013024743018865514,126
KDA02,PF_BANDUSD,1567,0.0012513655616531122,127
KDA02,PF_ALICEUSD,1509,0.001205048265816558,128
KDA02,PF_EIGENUSD,1479,0.0011810910438321335,129
KDA02,PF_HFTUSD,1412,0.0011275865814002518,130
KDA02,PF_UMAUSD,1402,0.0011196008407387769,131
KDA02,PF_KAITOUSD,1376,0.0010988379150189422,132
KDA02,PF_QTUMUSD,1309,0.0010453334525870606,133
KDA02,PF_SUSD,1305,0.0010421391563224707,134
KDA02,PF_BERAUSD,1302,0.001039743434124028,135
KDA02,PF_IPUSD,1265,0.0010101961936765712,136
KDA02,PF_CROUSD,1194,0.0009534974349800996,137
KDA02,PF_API3USD,1178,0.0009407202499217397,138
KDA02,PF_YGGUSD,1127,0.0008999929725482179,139
KDA02,PF_ZENUSD,1124,0.0008975972503497754,140
KDA02,PF_CAKEUSD,1119,0.000893604380019038,141
KDA02,PF_MORPHOUSD,1058,0.0008448913619840413,142
KDA02,PF_ETHWUSD,1040,0.0008305170287933865,143
KDA02,PF_TRUUSD,1035,0.0008265241584626491,144
KDA02,PF_MOVEUSD,1034,0.0008257255843965016,145
KDA02,PF_OGNUSD,976,0.0007794082885599474,146
KDA02,PF_SPELLUSD,942,0.0007522567703109327,147
KDA02,PF_NMRUSD,888,0.0007091337707389684,148
KDA02,PF_VINEUSD,874,0.0006979537338129036,149
KDA02,PF_ZROUSD,846,0.000675593659960774,150
KDA02,PF_MOGUSD,840,0.0006708022155638891,151
KDA02,PF_ARCUSD,791,0.0006316720863226622,152
KDA02,PF_BOMEUSD,629,0.0005023030876067693,153
KDA02,PF_LSKUSD,578,0.0004615758102332475,154
KDA02,PF_RLCUSD,566,0.0004519929214394777,155
KDA02,PF_NOTUSD,539,0.00043043142165349554,156
KDA02,PF_RSRUSD,471,0.00037612838515546637,157
KDA02,PF_BIOUSD,456,0.0003641497741632541,158
KDA02,PF_TRBUSD,449,0.0003585597557002217,159
KDA02,PF_AUCTIONUSD,423,0.000337796829980387,160
KDA02,PF_CHILLGUYUSD,395,0.0003154367561282574,161
KDA02,PF_STGUSD,382,0.00030505529326834005,162
KDA02,PF_DEGENUSD,378,0.0003018609970037501,163
KDA02,PF_BIGTIMEUSD,321,0.00025634227523334334,164
KDA02,PF_DEEPUSD,290,0.00023158647918277125,165
KDA02,PF_MNTUSD,241,0.00019245634994154439,166
KDA02,PF_PEOPLEUSD,188,0.00015013192443572756,167
KDA02,PF_SKLUSD,173,0.00013815331344351525,168
KDA02,PF_ATHUSD,124,9.90231842022884e-05,169
KDA02,PF_COWUSD,124,9.90231842022884e-05,170
KDA02,PF_ZEREBROUSD,103,8.225312881319117e-05,171
KDA02,PF_KAIAUSD,93,7.426738815171629e-05,172
KDA02,PF_IOUSD,84,6.708022155638892e-05,173
KDA02,PF_COOKIEUSD,68,5.430303649802912e-05,174
KDA02,PF_GIGAUSD,67,5.3504462431881634e-05,175
KDA02,PF_CTSIUSD,64,5.1108740233439174e-05,176
KDA02,PF_USUALUSD,63,5.031016616729168e-05,177
KDA02,PF_IOTAUSD,56,4.472014770425928e-05,178
KDA02,PF_SPKUSD,50,3.992870330737435e-05,179
KDA02,PF_ARKMUSD,49,3.9130129241226865e-05,180
KDA02,PF_ZETAUSD,32,2.5554370116719587e-05,181
KDA02,PF_BANANAUSD,15,1.1978610992212305e-05,182
KDA02,PF_COTIUSD,7,5.59001846303241e-06,183
KDA02,PF_MOVRUSD,5,3.9928703307374354e-06,184
KDA02,PF_NEOUSD,3,2.3957221984424613e-06,185
KDA02,PF_AKTUSD,1,7.985740661474871e-07,186
