definition_id,family_id,state,symbol,feasible_row_count
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_LDOUSD,827
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_LINKUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_LINKUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_LINKUSD,1155
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_LPTUSD,5092
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_LPTUSD,3990
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_LPTUSD,47
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_LRCUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_LRCUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_LRCUSD,72
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_LSKUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_LSKUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_LSKUSD,0
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_LTCUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_LTCUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_LTCUSD,1423
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_LUNA2USD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_LUNA2USD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_LUNA2USD,59
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_MANAUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_MANAUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_MANAUSD,314
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_MELANIAUSD,9034
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_MELANIAUSD,8243
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_MELANIAUSD,160
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_MEWUSD,1510
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_MEWUSD,1986
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_MEWUSD,97
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_MINAUSD,1487
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_MINAUSD,2499
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_MINAUSD,189
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_MNTUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_MNTUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_MNTUSD,0
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_MOGUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_MOGUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_MOGUSD,70
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_MOODENGUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_MOODENGUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_MOODENGUSD,332
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_MORPHOUSD,5777
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_MORPHOUSD,7771
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_MORPHOUSD,87
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_MOVEUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_MOVEUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_MOVEUSD,0
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_MOVRUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_MOVRUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_MOVRUSD,0
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_NEARUSD,13402
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_NEARUSD,7689
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_NEARUSD,1204
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_NEIROUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_NEIROUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_NEIROUSD,120
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_NEOUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_NEOUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_NEOUSD,0
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_NMRUSD,4449
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_NMRUSD,5730
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_NMRUSD,54
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_NOTUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_NOTUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_NOTUSD,0
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_OGNUSD,784
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_OGNUSD,6055
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_OGNUSD,0
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_ONDOUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_ONDOUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_ONDOUSD,651
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_OPUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_OPUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_OPUSD,675
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_ORDIUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_ORDIUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_ORDIUSD,111
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_PENDLEUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_PENDLEUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_PENDLEUSD,0
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_PENGUUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_PENGUUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_PENGUUSD,386
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_PEOPLEUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_PEOPLEUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_PEOPLEUSD,0
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_PEPEUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_PEPEUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_PEPEUSD,1329
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_PNUTUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_PNUTUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_PNUTUSD,202
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_POLUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_POLUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_POLUSD,406
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_POPCATUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_POPCATUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_POPCATUSD,224
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_PUMPUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_PUMPUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_PUMPUSD,36
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_PYTHUSD,180
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_PYTHUSD,177
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_PYTHUSD,282
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_QNTUSD,4718
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_QNTUSD,7774
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_QNTUSD,0
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_QTUMUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_QTUMUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_QTUMUSD,0
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_RAYUSD,867
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_RAYUSD,899
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_RAYUSD,56
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_RENDERUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_RENDERUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_RENDERUSD,469
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_RLCUSD,88
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_RLCUSD,3458
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_RLCUSD,0
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_RSRUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_RSRUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_RSRUSD,51
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_RUNEUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_RUNEUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_RUNEUSD,1320
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_SAGAUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_SAGAUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_SAGAUSD,48
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_SEIUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_SEIUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_SEIUSD,832
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_SHIBUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_SHIBUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_SHIBUSD,923
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_SKLUSD,1210
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_SKLUSD,2274
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_SKLUSD,0
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_SNXUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_SNXUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_SNXUSD,494
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_SOLUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_SOLUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_SOLUSD,935
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_SPELLUSD,1172
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_SPELLUSD,2720
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_SPELLUSD,8
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_SPKUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_SPKUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_SPKUSD,0
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_SPXUSD,214
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_SPXUSD,375
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_SPXUSD,258
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_STGUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_STGUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_STGUSD,0
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_STORJUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_STORJUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_STORJUSD,43
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_STRKUSD,2801
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_STRKUSD,3112
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_STRKUSD,499
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_STXUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_STXUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_STXUSD,304
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_SUIUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_SUIUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_SUIUSD,922
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_SUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_SUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_SUSD,0
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_SUSHIUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_SUSHIUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_SUSHIUSD,35
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_TAOUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_TAOUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_TAOUSD,515
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_THETAUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_THETAUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_THETAUSD,33
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_TIAUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_TIAUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_TIAUSD,788
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_TRBUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_TRBUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_TRBUSD,0
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_TRUMPUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_TRUMPUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_TRUMPUSD,461
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_TRUUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_TRUUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_TRUUSD,0
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_TRXUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_TRXUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_TRXUSD,1076
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_TURBOUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_TURBOUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_TURBOUSD,252
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_UMAUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_UMAUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_UMAUSD,0
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_UNIUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_UNIUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_UNIUSD,2015
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_USUALUSD,464
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_USUALUSD,1422
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_USUALUSD,0
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_VETUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_VETUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_VETUSD,53
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_VINEUSD,1842
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_VINEUSD,2509
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_VINEUSD,7
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_VIRTUALUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_VIRTUALUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_VIRTUALUSD,266
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_WIFUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_WIFUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_WIFUSD,389
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_WLDUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_WLDUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_WLDUSD,1318
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_WOOUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_WOOUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_WOOUSD,63
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_WUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_WUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_WUSD,52
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_XBTUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_XBTUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_XBTUSD,714
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_XLMUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_XLMUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_XLMUSD,1084
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_XMRUSD,1193
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_XMRUSD,609
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_XMRUSD,1543
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_XRPUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_XRPUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_XRPUSD,1013
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_XTZUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_XTZUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_XTZUSD,5
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_YFIUSD,2280
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_YFIUSD,3919
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_YFIUSD,0
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_YGGUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_YGGUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_YGGUSD,0
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_ZECUSD,11209
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_ZECUSD,6842
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_ZECUSD,464
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_ZENUSD,1032
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_ZENUSD,1171
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_ZENUSD,15
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_ZEREBROUSD,1403
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_ZEREBROUSD,1750
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_ZEREBROUSD,0
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_ZETAUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_ZETAUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_ZETAUSD,0
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_ZKUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_ZKUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_ZKUSD,0
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_ZROUSD,538
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_ZROUSD,1440
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_ZROUSD,0
kda03_basis_oi,KDA03,basis_expansion_with_OI_confirmation,PF_ZRXUSD,0
kda03_basis_no_price,KDA03,basis_expansion_without_price_confirmation,PF_ZRXUSD,0
kda03_basis_liq_reset,KDA03,extreme_basis_with_liquidation_and_OI_reset,PF_ZRXUSD,36
