scope,threshold,n,pos_rate,mean_pnl_R,sum_pnl_R,win_rate,time_rate,mean_pnl_R_not_time,rank_by_mean_pnl,rank_by_sum_pnl
ALL,0.0,7514,0.2261112589832313,-0.1058346398611939,-795.241483917011,0.25645461804631353,0.16555762576523822,-0.30446011160185,38.0,38.0
ALL,0.02,7318,0.2321672588138836,-0.07066567984864018,-517.1314451323489,0.26332331238043183,0.1697185023230391,-0.26846373713279376,37.0,37.0
ALL,0.04,6944,0.24308755760368664,-0.02342832242868663,-162.68627094479996,0.27577764976958524,0.1774193548387097,-0.22175290460018163,36.0,36.0
ALL,0.06,6484,0.25570635410240594,0.03311957538988545,214.74732682801724,0.2902529302899445,0.18599629858112277,-0.16429363736880578,35.0,35.0
ALL,0.08,6026,0.26983073348821773,0.09352245202902612,563.5662959269114,0.30633919681380684,0.1956521739130435,-0.1020765121313342,34.0,28.0
ALL,0.1,5549,0.2849162011173184,0.15702439674269764,871.3283775252291,0.3229410704631465,0.2041809335015318,-0.034596261546566795,33.0,22.0
ALL,0.12,5122,0.301054275673565,0.22447474817275367,1149.7596601408443,0.33990628660679423,0.21261226083561108,0.039391054509270745,32.0,18.0
ALL,0.14,4678,0.31701581872595125,0.2900191751787378,1356.7097014861356,0.35699016673792217,0.21889696451474988,0.11221493286908751,31.0,15.0
ALL,0.16,4297,0.33116127530835465,0.35178700433286253,1511.6287576183104,0.3735164067954387,0.22620432860134979,0.18160709724177473,30.0,12.0
ALL,0.18,3921,0.34072940576383576,0.3946546391947869,1547.4408402827594,0.38459576638612597,0.23208365212955878,0.23217416335364718,29.0,9.0
ALL,0.2,3607,0.35652897144441364,0.46504671928181185,1677.4235164494953,0.4025505960632104,0.2384252841696701,0.3153711190192955,28.0,6.0
ALL,0.22,3286,0.369750456482045,0.5174058004810487,1700.1954603807258,0.4147900182592818,0.24345709068776628,0.37571416467799,27.0,4.0
ALL,0.24,2981,0.3851056692385106,0.5880000009464189,1752.8280028212748,0.43106340154310635,0.2502515934250252,0.4629803227793149,26.0,1.0
ALL,0.26,2685,0.3962756052141527,0.6426310648088,1725.4644090116278,0.4439478584729981,0.2554934823091248,0.536407261525824,25.0,2.0
ALL,0.28,2444,0.40916530278232405,0.7035440766457864,1719.461723322302,0.4582651391162029,0.2590016366612111,0.6137996362648203,24.0,3.0
ALL,0.3,2213,0.42340713962946225,0.7641005823892731,1690.9545888274615,0.4722096701310438,0.26163578852236785,0.6864350319997674,23.0,5.0
ALL,0.32,2002,0.44255744255744256,0.8349163429274588,1671.5025185407724,0.49000999000999,0.26873126873126874,0.7728052649521922,22.0,7.0
ALL,0.34,1797,0.45631608235948806,0.897840587281695,1613.419535345206,0.5058430717863105,0.27378964941569284,0.8529596196042326,21.0,8.0
ALL,0.36,1606,0.4688667496886675,0.9603902644455007,1542.386764699474,0.5211706102117061,0.27584059775840597,0.9365265806095651,20.0,10.0
ALL,0.38,1452,0.4889807162534435,1.044357475779667,1516.4070548320765,0.5413223140495868,0.2803030303030303,1.0430617395253574,19.0,11.0
ALL,0.4,1311,0.5011441647597255,1.0978448802012681,1439.2746379438624,0.5575896262395118,0.2898550724637681,1.110116090551722,18.0,13.0
ALL,0.42,1174,0.5161839863713799,1.1727632569565094,1376.824063666942,0.575809199318569,0.2972742759795571,1.22797116577499,17.0,14.0
ALL,0.44,1056,0.5189393939393939,1.1930862631001231,1259.89909383373,0.5814393939393939,0.3039772727272727,1.2664037330556621,16.0,16.0
ALL,0.46,949,0.530031612223393,1.2404722592298738,1177.2081740091503,0.5932560590094836,0.303477344573235,1.3415653226856195,15.0,17.0
ALL,0.48,837,0.5436081242532855,1.3055916263331755,1092.780191240868,0.6093189964157706,0.3118279569892473,1.4480462005399923,14.0,19.0
ALL,0.5,738,0.5609756097560976,1.388898578169233,1025.007150688894,0.6287262872628726,0.31842818428184283,1.5783375020135215,13.0,20.0
