time_profit_flag,n,mean_pnl_R,median_pnl_R,mean_hours
TIME_NOT_PROFIT,323,-0.323279568702936,-0.279845288752496,71.80727554179566
TIME_PROFIT,1139,1.2160673909160966,1.08528199131553,72.0
