metric,value,n
mfe_frac_tp_mean,0.1915337665601011,5488
mfe_frac_tp_q25,0.041431661534164894,5488
mfe_frac_tp_q50,0.13079440244490553,5488
mfe_frac_tp_q75,0.27445104533527026,5488
mfe_frac_tp_q90,0.47135882457276623,5488
mfe_frac_tp_q95,0.6165628783412292,5488
mfe_frac_tp_ge_0.25,0.2804300291545189,5488
mfe_frac_tp_ge_0.5,0.08873906705539358,5488
mfe_frac_tp_ge_0.75,0.02423469387755102,5488
mfe_frac_tp_ge_0.9,0.007470845481049562,5488
