feature,slice,state,n_bin0,n_bin9,mean_pnl_R_bin0,mean_pnl_R_bin9,delta_mean_pnl_R,time_rate_bin0,time_rate_bin9,delta_time_rate,mean_pnl_R_not_time_bin0,mean_pnl_R_not_time_bin9,delta_mean_pnl_R_not_time,spearman_pnl_R,spearman_time_rate,rank_abs_delta_pnl,rank_pnl_minus_time
asset_macd_slope_4h,risk_on,0,626,545,-0.337453150575992,0.003642452379797376,0.3410956029557894,0.18370607028753994,0.1908256880733945,0.007119617785854571,-0.5859865858850396,-0.20198040556017632,0.3840061803248633,0.8060606060606059,-0.13939393939393938,0.3410956029557894,0.3375357940628621
days_since_prev_break,S3_funding_x_oi,7,273,231,0.21791037033630456,-0.11347456811969513,-0.3313849384559997,0.1391941391941392,0.20346320346320346,0.06426906426906426,0.056218966327864925,-0.348960846261641,-0.4051798125895059,-0.39999999999999997,0.7999999999999999,0.3313849384559997,-0.3635194705905318
asset_macd_hist_4h,risk_on,0,677,549,-0.3618881024810769,-0.03268250680031333,0.3292055956807636,0.1654357459379616,0.17304189435336975,0.007606148415408159,-0.5772920192297065,-0.25511309134643434,0.3221789278832722,0.43030303030303024,0.3939393939393939,0.3292055956807636,0.3254025214730595
prebreak_congestion,S1_regime_code_1d,3,433,377,-0.2371404101914845,0.08900537026773761,0.3261457804592221,0.14780600461893764,0.2546419098143236,0.10683590519538597,-0.5050152355052522,-0.04808204914398721,0.45693318636126495,0.9030303030303028,0.7818181818181817,0.3261457804592221,0.2727278278615291
days_since_prev_break,S5_btcRisk_x_regimeUp,4,202,222,-0.3005319593860079,0.009720169716315714,0.31025212910232364,0.12871287128712872,0.21621621621621623,0.08750334492908751,-0.45584900060715977,-0.20818729619284038,0.2476617044143194,1.0,1.0,0.31025212910232364,0.2665004566377799
eth_macd_hist_4h,ALL,0,815,814,0.027054998718089283,0.33199606812614585,0.30494106940805654,0.2085889570552147,0.21621621621621623,0.007627259161001515,-0.18973657387484494,0.12828394399810655,0.3180205178729515,0.6848484848484848,0.2121212121212121,0.30494106940805654,0.3011274398275558
vol_mult,ALL,0,815,815,0.10885528348575962,-0.1805217209749074,-0.28937700446066705,0.14355828220858896,0.18895705521472392,0.04539877300613496,-0.07797859972792193,-0.32735484059678893,-0.249376240868867,-0.6,0.6079055436800646,0.28937700446066705,-0.3120763909637345
btc_funding_rate,S1_regime_code_1d,3,279,444,-0.36032158003430254,-0.07256720809785223,0.2877543719364503,0.16129032258064516,0.14864864864864866,-0.0126416739319965,-0.5741832544379372,-0.21351875497015949,0.3606644994677777,0.7714285714285715,-0.14285714285714288,0.2877543719364503,0.29407520890244854
eth_macd_hist_4h,S1_regime_code_1d,3,455,286,0.1173107373136814,-0.16702619731168147,-0.28433693462536286,0.210989010989011,0.1888111888111888,-0.022177822177822187,-0.09369570528727034,-0.38163751615692615,-0.2879418108696558,0.10303030303030303,0.01818181818181818,0.28433693462536286,-0.2732480235364518
eth_oi_z_7d,S1_regime_code_1d,3,401,358,-0.11754800429327675,0.16616372663559592,0.2837117309288727,0.18204488778054864,0.20670391061452514,0.0246590228339765,-0.32388148709654974,-0.07721607742947617,0.24666540966707357,0.3696969696969697,0.34545454545454546,0.2837117309288727,0.27138221951188446
eth_macd_line_4h,ALL,0,817,810,-0.19732206009464506,0.0773701003885089,0.274692160483154,0.18727050183598531,0.20617283950617285,0.018902337670187536,-0.3991650358991488,-0.1596690239196264,0.23949601197952242,0.9030303030303028,0.49090909090909085,0.274692160483154,0.2652409916480602
btc_trend_slope,risk_on,0,816,402,-0.02603400094987624,-0.2974233188760877,-0.27138931792621146,0.19607843137254902,0.1890547263681592,-0.007023705004389813,-0.215864317393554,-0.5457464868539647,-0.32988216946041066,0.2606060606060606,0.16363636363636364,0.27138931792621146,-0.2678774654240166
don_dist_atr,ALL,0,815,815,0.07520452255698554,-0.1953233834164548,-0.27052790597344034,0.19877300613496932,0.11288343558282209,-0.08588957055214723,-0.08921748863229424,-0.31277904621618374,-0.22356155758388951,0.006060606060606061,-0.6707441766510145,0.27052790597344034,-0.22758312069736672
eth_macd_hist_slope_4h,risk_on,1,248,335,0.4829687271862319,0.7509373403732056,0.2679686131869737,0.34274193548387094,0.21791044776119403,-0.12483148772267691,0.2350352246264368,0.6705559023876251,0.4355206777611883,0.03571428571428572,-0.6785714285714287,0.2679686131869737,0.33038435704831215
