multiplicity_family,translation_id,attempt_id,attempt,parent_direction,mechanism,registered_before_counts,robustness_only,can_rescue_primary,feature_extension_hash,generator_hash,event_count
KDA02A,KDA02A_v2_liquidation_oi_purge_state_machine,primary_negative_active_purge_continuation,primary,negative,active_purge_continuation,True,False,False,2d117dcbe3bb40f261263a53e985c97c5ba1e4b0b80eddaa0f8d06e3c892bd87,f69751c1826c7d393dc4c7fa203a7820c6d72f8c63a704a99c15fb0e8a2ab5fc,359
KDA02A,KDA02A_v2_liquidation_oi_purge_state_machine,primary_negative_completed_purge_reversal,primary,negative,completed_purge_reversal,True,False,False,2d117dcbe3bb40f261263a53e985c97c5ba1e4b0b80eddaa0f8d06e3c892bd87,f69751c1826c7d393dc4c7fa203a7820c6d72f8c63a704a99c15fb0e8a2ab5fc,3321
KDA02A,KDA02A_v2_liquidation_oi_purge_state_machine,primary_positive_active_purge_continuation,primary,positive,active_purge_continuation,True,False,False,2d117dcbe3bb40f261263a53e985c97c5ba1e4b0b80eddaa0f8d06e3c892bd87,f69751c1826c7d393dc4c7fa203a7820c6d72f8c63a704a99c15fb0e8a2ab5fc,52
KDA02A,KDA02A_v2_liquidation_oi_purge_state_machine,primary_positive_completed_purge_reversal,primary,positive,completed_purge_reversal,True,False,False,2d117dcbe3bb40f261263a53e985c97c5ba1e4b0b80eddaa0f8d06e3c892bd87,f69751c1826c7d393dc4c7fa203a7820c6d72f8c63a704a99c15fb0e8a2ab5fc,1189
KDA02A,KDA02A_v2_liquidation_oi_purge_state_machine,robustness_negative_active_purge_continuation,robustness,negative,active_purge_continuation,True,True,False,2d117dcbe3bb40f261263a53e985c97c5ba1e4b0b80eddaa0f8d06e3c892bd87,f69751c1826c7d393dc4c7fa203a7820c6d72f8c63a704a99c15fb0e8a2ab5fc,69
KDA02A,KDA02A_v2_liquidation_oi_purge_state_machine,robustness_negative_completed_purge_reversal,robustness,negative,completed_purge_reversal,True,True,False,2d117dcbe3bb40f261263a53e985c97c5ba1e4b0b80eddaa0f8d06e3c892bd87,f69751c1826c7d393dc4c7fa203a7820c6d72f8c63a704a99c15fb0e8a2ab5fc,713
KDA02A,KDA02A_v2_liquidation_oi_purge_state_machine,robustness_positive_active_purge_continuation,robustness,positive,active_purge_continuation,True,True,False,2d117dcbe3bb40f261263a53e985c97c5ba1e4b0b80eddaa0f8d06e3c892bd87,f69751c1826c7d393dc4c7fa203a7820c6d72f8c63a704a99c15fb0e8a2ab5fc,11
KDA02A,KDA02A_v2_liquidation_oi_purge_state_machine,robustness_positive_completed_purge_reversal,robustness,positive,completed_purge_reversal,True,True,False,2d117dcbe3bb40f261263a53e985c97c5ba1e4b0b80eddaa0f8d06e3c892bd87,f69751c1826c7d393dc4c7fa203a7820c6d72f8c63a704a99c15fb0e8a2ab5fc,191
KDA02B,KDA02B_oi_vacuum_without_liquidation_candidate_library,kda02b_oi_vacuum_inactive,inactive,both,oi_vacuum_without_liquidation,True,False,False,,,0
