symbol,grammar_cell,parent_family,exact_decision_timestamp_overlaps
PF_DASHUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA02,0
PF_DASHUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA03,0
PF_DASHUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA01,3
PF_DASHUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA02,0
PF_DASHUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA03,0
PF_DASHUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA01,0
PF_DASHUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA02,0
PF_DASHUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA03,0
PF_DEEPUSD,trade_downside+mark_downside+structural_rejection,KDA01,0
PF_DEEPUSD,trade_downside+mark_downside+structural_rejection,KDA02,0
PF_DEEPUSD,trade_downside+mark_downside+structural_rejection,KDA03,0
PF_DEEPUSD,trade_downside+mark_downside+structural_rejection+oi,KDA01,0
PF_DEEPUSD,trade_downside+mark_downside+structural_rejection+oi,KDA02,0
PF_DEEPUSD,trade_downside+mark_downside+structural_rejection+oi,KDA03,0
PF_DEEPUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA01,0
PF_DEEPUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA02,0
PF_DEEPUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA03,0
PF_DEEPUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA01,0
PF_DEEPUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA02,0
PF_DEEPUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA03,0
PF_DEEPUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA01,0
PF_DEEPUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA02,0
PF_DEEPUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA03,0
PF_DEEPUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA01,0
PF_DEEPUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA02,0
PF_DEEPUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA03,0
PF_DEEPUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA01,0
PF_DEEPUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA02,0
PF_DEEPUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA03,0
PF_DEGENUSD,trade_downside+mark_downside+structural_rejection,KDA01,0
PF_DEGENUSD,trade_downside+mark_downside+structural_rejection,KDA02,0
PF_DEGENUSD,trade_downside+mark_downside+structural_rejection,KDA03,0
PF_DEGENUSD,trade_downside+mark_downside+structural_rejection+oi,KDA01,0
PF_DEGENUSD,trade_downside+mark_downside+structural_rejection+oi,KDA02,0
PF_DEGENUSD,trade_downside+mark_downside+structural_rejection+oi,KDA03,0
PF_DEGENUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA01,0
PF_DEGENUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA02,0
PF_DEGENUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA03,0
PF_DEGENUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA01,0
PF_DEGENUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA02,0
PF_DEGENUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA03,0
PF_DEGENUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA01,0
PF_DEGENUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA02,0
PF_DEGENUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA03,0
PF_DEGENUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA01,0
PF_DEGENUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA02,0
PF_DEGENUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA03,0
PF_DEGENUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA01,0
PF_DEGENUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA02,0
PF_DEGENUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA03,0
PF_DOGEUSD,trade_downside+mark_downside+structural_rejection,KDA01,314
PF_DOGEUSD,trade_downside+mark_downside+structural_rejection,KDA02,25
PF_DOGEUSD,trade_downside+mark_downside+structural_rejection,KDA03,332
PF_DOGEUSD,trade_downside+mark_downside+structural_rejection+oi,KDA01,158
PF_DOGEUSD,trade_downside+mark_downside+structural_rejection+oi,KDA02,26
PF_DOGEUSD,trade_downside+mark_downside+structural_rejection+oi,KDA03,160
PF_DOGEUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA01,4
PF_DOGEUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA02,20
PF_DOGEUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA03,6
PF_DOGEUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA01,84
PF_DOGEUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA02,11
PF_DOGEUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA03,78
PF_DOGEUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA01,0
PF_DOGEUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA02,0
PF_DOGEUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA03,0
PF_DOGEUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA01,39
PF_DOGEUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA02,20
PF_DOGEUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA03,58
PF_DOGEUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA01,0
PF_DOGEUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA02,0
PF_DOGEUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA03,0
PF_DOGUSD,trade_downside+mark_downside+structural_rejection,KDA01,20
PF_DOGUSD,trade_downside+mark_downside+structural_rejection,KDA02,0
PF_DOGUSD,trade_downside+mark_downside+structural_rejection,KDA03,0
PF_DOGUSD,trade_downside+mark_downside+structural_rejection+oi,KDA01,10
PF_DOGUSD,trade_downside+mark_downside+structural_rejection+oi,KDA02,0
PF_DOGUSD,trade_downside+mark_downside+structural_rejection+oi,KDA03,0
PF_DOGUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA01,0
PF_DOGUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA02,0
PF_DOGUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA03,0
PF_DOGUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA01,3
PF_DOGUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA02,0
PF_DOGUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA03,0
PF_DOGUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA01,5
PF_DOGUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA02,0
PF_DOGUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA03,0
PF_DOGUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA01,3
PF_DOGUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA02,0
PF_DOGUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA03,0
PF_DOGUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA01,0
PF_DOGUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA02,0
PF_DOGUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA03,0
PF_DOTUSD,trade_downside+mark_downside+structural_rejection,KDA01,228
PF_DOTUSD,trade_downside+mark_downside+structural_rejection,KDA02,27
PF_DOTUSD,trade_downside+mark_downside+structural_rejection,KDA03,283
PF_DOTUSD,trade_downside+mark_downside+structural_rejection+oi,KDA01,133
PF_DOTUSD,trade_downside+mark_downside+structural_rejection+oi,KDA02,28
PF_DOTUSD,trade_downside+mark_downside+structural_rejection+oi,KDA03,139
PF_DOTUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA01,10
PF_DOTUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA02,20
PF_DOTUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA03,8
PF_DOTUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA01,82
PF_DOTUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA02,13
PF_DOTUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA03,64
PF_DOTUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA01,0
PF_DOTUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA02,0
PF_DOTUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA03,0
PF_DOTUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA01,41
PF_DOTUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA02,25
PF_DOTUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA03,51
PF_DOTUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA01,0
PF_DOTUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA02,0
PF_DOTUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA03,0
PF_DYDXUSD,trade_downside+mark_downside+structural_rejection,KDA01,114
PF_DYDXUSD,trade_downside+mark_downside+structural_rejection,KDA02,0
PF_DYDXUSD,trade_downside+mark_downside+structural_rejection,KDA03,0
PF_DYDXUSD,trade_downside+mark_downside+structural_rejection+oi,KDA01,49
PF_DYDXUSD,trade_downside+mark_downside+structural_rejection+oi,KDA02,0
PF_DYDXUSD,trade_downside+mark_downside+structural_rejection+oi,KDA03,0
PF_DYDXUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA01,0
PF_DYDXUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA02,0
PF_DYDXUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA03,0
PF_DYDXUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA01,17
PF_DYDXUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA02,0
PF_DYDXUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA03,0
PF_DYDXUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA01,0
PF_DYDXUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA02,0
PF_DYDXUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA03,0
PF_DYDXUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA01,11
PF_DYDXUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA02,0
PF_DYDXUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA03,0
PF_DYDXUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA01,0
PF_DYDXUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA02,0
PF_DYDXUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA03,0
PF_DYMUSD,trade_downside+mark_downside+structural_rejection,KDA01,2
PF_DYMUSD,trade_downside+mark_downside+structural_rejection,KDA02,0
PF_DYMUSD,trade_downside+mark_downside+structural_rejection,KDA03,0
PF_DYMUSD,trade_downside+mark_downside+structural_rejection+oi,KDA01,0
PF_DYMUSD,trade_downside+mark_downside+structural_rejection+oi,KDA02,0
PF_DYMUSD,trade_downside+mark_downside+structural_rejection+oi,KDA03,0
PF_DYMUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA01,0
PF_DYMUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA02,0
PF_DYMUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA03,0
PF_DYMUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA01,0
PF_DYMUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA02,0
PF_DYMUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA03,0
PF_DYMUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA01,0
PF_DYMUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA02,0
PF_DYMUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA03,0
PF_DYMUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA01,0
PF_DYMUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA02,0
PF_DYMUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA03,0
PF_DYMUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA01,0
PF_DYMUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA02,0
PF_DYMUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA03,0
PF_EGLDUSD,trade_downside+mark_downside+structural_rejection,KDA01,0
PF_EGLDUSD,trade_downside+mark_downside+structural_rejection,KDA02,0
PF_EGLDUSD,trade_downside+mark_downside+structural_rejection,KDA03,0
PF_EGLDUSD,trade_downside+mark_downside+structural_rejection+oi,KDA01,0
PF_EGLDUSD,trade_downside+mark_downside+structural_rejection+oi,KDA02,0
PF_EGLDUSD,trade_downside+mark_downside+structural_rejection+oi,KDA03,0
PF_EGLDUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA01,0
PF_EGLDUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA02,0
PF_EGLDUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA03,0
PF_EGLDUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA01,0
PF_EGLDUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA02,0
PF_EGLDUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA03,0
PF_EGLDUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA01,0
PF_EGLDUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA02,0
PF_EGLDUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA03,0
PF_EGLDUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA01,0
PF_EGLDUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA02,0
PF_EGLDUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA03,0
PF_EGLDUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA01,0
PF_EGLDUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA02,0
PF_EGLDUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA03,0
PF_EIGENUSD,trade_downside+mark_downside+structural_rejection,KDA01,0
PF_EIGENUSD,trade_downside+mark_downside+structural_rejection,KDA02,0
PF_EIGENUSD,trade_downside+mark_downside+structural_rejection,KDA03,0
PF_EIGENUSD,trade_downside+mark_downside+structural_rejection+oi,KDA01,0
PF_EIGENUSD,trade_downside+mark_downside+structural_rejection+oi,KDA02,0
PF_EIGENUSD,trade_downside+mark_downside+structural_rejection+oi,KDA03,0
PF_EIGENUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA01,0
PF_EIGENUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA02,0
PF_EIGENUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA03,0
PF_EIGENUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA01,0
PF_EIGENUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA02,0
PF_EIGENUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA03,0
PF_EIGENUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA01,0
PF_EIGENUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA02,0
PF_EIGENUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA03,0
PF_EIGENUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA01,0
PF_EIGENUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA02,0
PF_EIGENUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA03,0
PF_EIGENUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA01,0
PF_EIGENUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA02,0
PF_EIGENUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA03,0
PF_ENAUSD,trade_downside+mark_downside+structural_rejection,KDA01,132
PF_ENAUSD,trade_downside+mark_downside+structural_rejection,KDA02,3
PF_ENAUSD,trade_downside+mark_downside+structural_rejection,KDA03,36
PF_ENAUSD,trade_downside+mark_downside+structural_rejection+oi,KDA01,65
PF_ENAUSD,trade_downside+mark_downside+structural_rejection+oi,KDA02,2
PF_ENAUSD,trade_downside+mark_downside+structural_rejection+oi,KDA03,17
PF_ENAUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA01,4
PF_ENAUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA02,2
PF_ENAUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA03,1
PF_ENAUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA01,29
PF_ENAUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA02,2
PF_ENAUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA03,8
PF_ENAUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA01,0
PF_ENAUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA02,0
PF_ENAUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA03,0
PF_ENAUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA01,18
PF_ENAUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA02,2
PF_ENAUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA03,4
PF_ENAUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA01,0
PF_ENAUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA02,0
PF_ENAUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA03,0
PF_ENSUSD,trade_downside+mark_downside+structural_rejection,KDA01,79
PF_ENSUSD,trade_downside+mark_downside+structural_rejection,KDA02,4
PF_ENSUSD,trade_downside+mark_downside+structural_rejection,KDA03,37
PF_ENSUSD,trade_downside+mark_downside+structural_rejection+oi,KDA01,30
PF_ENSUSD,trade_downside+mark_downside+structural_rejection+oi,KDA02,4
PF_ENSUSD,trade_downside+mark_downside+structural_rejection+oi,KDA03,13
PF_ENSUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA01,0
PF_ENSUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA02,3
PF_ENSUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA03,0
PF_ENSUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA01,9
PF_ENSUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA02,2
PF_ENSUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA03,9
PF_ENSUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA01,0
PF_ENSUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA02,0
PF_ENSUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA03,0
PF_ENSUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA01,8
PF_ENSUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA02,3
PF_ENSUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA03,2
PF_ENSUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA01,0
PF_ENSUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA02,0
PF_ENSUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA03,0
PF_ETCUSD,trade_downside+mark_downside+structural_rejection,KDA01,0
PF_ETCUSD,trade_downside+mark_downside+structural_rejection,KDA02,0
PF_ETCUSD,trade_downside+mark_downside+structural_rejection,KDA03,0
PF_ETCUSD,trade_downside+mark_downside+structural_rejection+oi,KDA01,0
PF_ETCUSD,trade_downside+mark_downside+structural_rejection+oi,KDA02,0
PF_ETCUSD,trade_downside+mark_downside+structural_rejection+oi,KDA03,0
PF_ETCUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA01,0
PF_ETCUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA02,0
PF_ETCUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA03,0
PF_ETCUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA01,0
PF_ETCUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA02,0
PF_ETCUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA03,0
PF_ETCUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA01,0
PF_ETCUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA02,0
PF_ETCUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA03,0
PF_ETCUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA01,0
PF_ETCUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA02,0
PF_ETCUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA03,0
PF_ETCUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA01,0
PF_ETCUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA02,0
PF_ETCUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA03,0
PF_ETHFIUSD,trade_downside+mark_downside+structural_rejection,KDA01,0
PF_ETHFIUSD,trade_downside+mark_downside+structural_rejection,KDA02,0
PF_ETHFIUSD,trade_downside+mark_downside+structural_rejection,KDA03,0
PF_ETHFIUSD,trade_downside+mark_downside+structural_rejection+oi,KDA01,0
PF_ETHFIUSD,trade_downside+mark_downside+structural_rejection+oi,KDA02,0
PF_ETHFIUSD,trade_downside+mark_downside+structural_rejection+oi,KDA03,0
PF_ETHFIUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA01,0
PF_ETHFIUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA02,0
PF_ETHFIUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA03,0
PF_ETHFIUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA01,0
PF_ETHFIUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA02,0
PF_ETHFIUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA03,0
PF_ETHFIUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA01,0
PF_ETHFIUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA02,0
PF_ETHFIUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA03,0
PF_ETHFIUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA01,0
PF_ETHFIUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA02,0
PF_ETHFIUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA03,0
PF_ETHFIUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA01,0
PF_ETHFIUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA02,0
PF_ETHFIUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA03,0
PF_ETHUSD,trade_downside+mark_downside+structural_rejection,KDA01,139
PF_ETHUSD,trade_downside+mark_downside+structural_rejection,KDA02,22
PF_ETHUSD,trade_downside+mark_downside+structural_rejection,KDA03,594
PF_ETHUSD,trade_downside+mark_downside+structural_rejection+oi,KDA01,95
PF_ETHUSD,trade_downside+mark_downside+structural_rejection+oi,KDA02,24
PF_ETHUSD,trade_downside+mark_downside+structural_rejection+oi,KDA03,255
PF_ETHUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA01,5
PF_ETHUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA02,14
PF_ETHUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA03,10
PF_ETHUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA01,26
PF_ETHUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA02,8
PF_ETHUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA03,105
PF_ETHUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA01,0
PF_ETHUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA02,0
PF_ETHUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA03,0
PF_ETHUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA01,26
PF_ETHUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA02,20
PF_ETHUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA03,66
PF_ETHUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA01,0
PF_ETHUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA02,0
PF_ETHUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA03,0
PF_ETHWUSD,trade_downside+mark_downside+structural_rejection,KDA01,0
PF_ETHWUSD,trade_downside+mark_downside+structural_rejection,KDA02,0
PF_ETHWUSD,trade_downside+mark_downside+structural_rejection,KDA03,0
PF_ETHWUSD,trade_downside+mark_downside+structural_rejection+oi,KDA01,0
PF_ETHWUSD,trade_downside+mark_downside+structural_rejection+oi,KDA02,0
PF_ETHWUSD,trade_downside+mark_downside+structural_rejection+oi,KDA03,0
PF_ETHWUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA01,0
PF_ETHWUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA02,0
PF_ETHWUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation,KDA03,0
PF_ETHWUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA01,0
PF_ETHWUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA02,0
PF_ETHWUSD,trade_downside+mark_downside+structural_rejection+oi+basis_level,KDA03,0
PF_ETHWUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA01,0
PF_ETHWUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA02,0
PF_ETHWUSD,trade_downside+mark_downside+structural_rejection+oi+basis_change,KDA03,0
PF_ETHWUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA01,0
PF_ETHWUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA02,0
PF_ETHWUSD,trade_downside+mark_downside+structural_rejection+oi+breadth,KDA03,0
PF_ETHWUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA01,0
PF_ETHWUSD,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,KDA02,0
