symbol,year,grammar_cell,state_rows,onsets,episodes,duration_minutes_median,duration_minutes_p95
PF_JASMYUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_level,1667,1225,1225,5.0,15.0
PF_JASMYUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_level,2436,1936,1936,5.0,10.0
PF_JASMYUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_JASMYUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_JASMYUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_JASMYUSD,2023,trade_downside+mark_downside+structural_rejection+oi+breadth,1,1,1,5.0,5.0
PF_JASMYUSD,2024,trade_downside+mark_downside+structural_rejection+oi+breadth,2009,1437,1437,5.0,15.0
PF_JASMYUSD,2025,trade_downside+mark_downside+structural_rejection+oi+breadth,2721,1976,1976,5.0,15.0
PF_JASMYUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_JASMYUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_JASMYUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_JTOUSD,2023,trade_downside+mark_downside+structural_rejection,0,0,0,,
PF_JTOUSD,2024,trade_downside+mark_downside+structural_rejection,8021,5578,5578,5.0,15.0
PF_JTOUSD,2025,trade_downside+mark_downside+structural_rejection,6168,4741,4741,5.0,15.0
PF_JTOUSD,2023,trade_downside+mark_downside+structural_rejection+oi,0,0,0,,
PF_JTOUSD,2024,trade_downside+mark_downside+structural_rejection+oi,4134,3024,3024,5.0,15.0
PF_JTOUSD,2025,trade_downside+mark_downside+structural_rejection+oi,2872,2230,2230,5.0,15.0
PF_JTOUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_JTOUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation,43,34,34,5.0,10.0
PF_JTOUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_JTOUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_level,0,0,0,,
PF_JTOUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_level,1149,913,913,5.0,10.0
PF_JTOUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_level,811,681,681,5.0,10.0
PF_JTOUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_JTOUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_JTOUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_JTOUSD,2023,trade_downside+mark_downside+structural_rejection+oi+breadth,0,0,0,,
PF_JTOUSD,2024,trade_downside+mark_downside+structural_rejection+oi+breadth,1139,853,853,5.0,15.0
PF_JTOUSD,2025,trade_downside+mark_downside+structural_rejection+oi+breadth,1067,834,834,5.0,10.0
PF_JTOUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_JTOUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_JTOUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_JUPUSD,2023,trade_downside+mark_downside+structural_rejection,0,0,0,,
PF_JUPUSD,2024,trade_downside+mark_downside+structural_rejection,11273,7035,7035,5.0,20.0
PF_JUPUSD,2025,trade_downside+mark_downside+structural_rejection,13859,9348,9348,5.0,15.0
PF_JUPUSD,2023,trade_downside+mark_downside+structural_rejection+oi,0,0,0,,
PF_JUPUSD,2024,trade_downside+mark_downside+structural_rejection+oi,5711,3807,3807,5.0,15.0
PF_JUPUSD,2025,trade_downside+mark_downside+structural_rejection+oi,7412,5204,5204,5.0,15.0
PF_JUPUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_JUPUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation,202,135,135,5.0,15.0
PF_JUPUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation,360,233,233,5.0,15.0
PF_JUPUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_level,0,0,0,,
PF_JUPUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_level,1376,1010,1010,5.0,15.0
PF_JUPUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_level,1603,1258,1258,5.0,10.749999999999318
PF_JUPUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_JUPUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_JUPUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_JUPUSD,2023,trade_downside+mark_downside+structural_rejection+oi+breadth,0,0,0,,
PF_JUPUSD,2024,trade_downside+mark_downside+structural_rejection+oi+breadth,1467,1049,1049,5.0,15.0
PF_JUPUSD,2025,trade_downside+mark_downside+structural_rejection+oi+breadth,2513,1829,1829,5.0,15.0
PF_JUPUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_JUPUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_JUPUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_KAIAUSD,2023,trade_downside+mark_downside+structural_rejection,0,0,0,,
PF_KAIAUSD,2024,trade_downside+mark_downside+structural_rejection,0,0,0,,
PF_KAIAUSD,2025,trade_downside+mark_downside+structural_rejection,278,228,228,5.0,10.0
PF_KAIAUSD,2023,trade_downside+mark_downside+structural_rejection+oi,0,0,0,,
PF_KAIAUSD,2024,trade_downside+mark_downside+structural_rejection+oi,0,0,0,,
PF_KAIAUSD,2025,trade_downside+mark_downside+structural_rejection+oi,79,69,69,5.0,10.0
PF_KAIAUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_KAIAUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_KAIAUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_KAIAUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_level,0,0,0,,
PF_KAIAUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_level,0,0,0,,
PF_KAIAUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_level,29,27,27,5.0,8.499999999999996
PF_KAIAUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_KAIAUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_KAIAUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_KAIAUSD,2023,trade_downside+mark_downside+structural_rejection+oi+breadth,0,0,0,,
PF_KAIAUSD,2024,trade_downside+mark_downside+structural_rejection+oi+breadth,0,0,0,,
PF_KAIAUSD,2025,trade_downside+mark_downside+structural_rejection+oi+breadth,17,15,15,5.0,6.499999999999995
PF_KAIAUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_KAIAUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_KAIAUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_KAITOUSD,2023,trade_downside+mark_downside+structural_rejection,0,0,0,,
PF_KAITOUSD,2024,trade_downside+mark_downside+structural_rejection,0,0,0,,
PF_KAITOUSD,2025,trade_downside+mark_downside+structural_rejection,3299,2364,2364,5.0,15.0
PF_KAITOUSD,2023,trade_downside+mark_downside+structural_rejection+oi,0,0,0,,
PF_KAITOUSD,2024,trade_downside+mark_downside+structural_rejection+oi,0,0,0,,
PF_KAITOUSD,2025,trade_downside+mark_downside+structural_rejection+oi,1575,1183,1183,5.0,15.0
PF_KAITOUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_KAITOUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_KAITOUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation,1,1,1,5.0,5.0
PF_KAITOUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_level,0,0,0,,
PF_KAITOUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_level,0,0,0,,
PF_KAITOUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_level,221,179,179,5.0,10.0
PF_KAITOUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_KAITOUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_KAITOUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_KAITOUSD,2023,trade_downside+mark_downside+structural_rejection+oi+breadth,0,0,0,,
PF_KAITOUSD,2024,trade_downside+mark_downside+structural_rejection+oi+breadth,0,0,0,,
PF_KAITOUSD,2025,trade_downside+mark_downside+structural_rejection+oi+breadth,396,315,315,5.0,11.500000000000057
PF_KAITOUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_KAITOUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_KAITOUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_KASUSD,2023,trade_downside+mark_downside+structural_rejection,0,0,0,,
PF_KASUSD,2024,trade_downside+mark_downside+structural_rejection,13448,8319,8319,5.0,20.0
PF_KASUSD,2025,trade_downside+mark_downside+structural_rejection,16915,11196,11196,5.0,15.0
PF_KASUSD,2023,trade_downside+mark_downside+structural_rejection+oi,0,0,0,,
PF_KASUSD,2024,trade_downside+mark_downside+structural_rejection+oi,7248,4778,4778,5.0,15.0
PF_KASUSD,2025,trade_downside+mark_downside+structural_rejection+oi,9075,6351,6351,5.0,15.0
PF_KASUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_KASUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation,495,296,296,5.0,20.0
PF_KASUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation,599,380,380,5.0,20.0
PF_KASUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_level,0,0,0,,
PF_KASUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_level,1511,1071,1071,5.0,15.0
PF_KASUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_level,1655,1279,1279,5.0,15.0
PF_KASUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_KASUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_KASUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_KASUSD,2023,trade_downside+mark_downside+structural_rejection+oi+breadth,0,0,0,,
PF_KASUSD,2024,trade_downside+mark_downside+structural_rejection+oi+breadth,1881,1304,1304,5.0,15.0
PF_KASUSD,2025,trade_downside+mark_downside+structural_rejection+oi+breadth,2901,2094,2094,5.0,15.0
PF_KASUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_KASUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_KASUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_KAVAUSD,2023,trade_downside+mark_downside+structural_rejection,3122,2536,2536,5.0,10.0
PF_KAVAUSD,2024,trade_downside+mark_downside+structural_rejection,7499,5441,5441,5.0,15.0
PF_KAVAUSD,2025,trade_downside+mark_downside+structural_rejection,2136,1777,1777,5.0,10.0
PF_KAVAUSD,2023,trade_downside+mark_downside+structural_rejection+oi,1275,1059,1059,5.0,10.0
PF_KAVAUSD,2024,trade_downside+mark_downside+structural_rejection+oi,3462,2590,2590,5.0,15.0
PF_KAVAUSD,2025,trade_downside+mark_downside+structural_rejection+oi,924,791,791,5.0,10.0
PF_KAVAUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation,12,10,10,5.0,10.49999999999999
PF_KAVAUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_KAVAUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_KAVAUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_level,354,296,296,5.0,10.0
PF_KAVAUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_level,1239,983,983,5.0,10.0
PF_KAVAUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_level,202,182,182,5.0,10.0
PF_KAVAUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_KAVAUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_KAVAUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_change,237,216,216,5.0,10.0
PF_KAVAUSD,2023,trade_downside+mark_downside+structural_rejection+oi+breadth,166,133,133,5.0,11.999999999999957
PF_KAVAUSD,2024,trade_downside+mark_downside+structural_rejection+oi+breadth,1207,888,888,5.0,15.0
PF_KAVAUSD,2025,trade_downside+mark_downside+structural_rejection+oi+breadth,250,218,218,5.0,10.0
PF_KAVAUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_KAVAUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_KAVAUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_KSMUSD,2023,trade_downside+mark_downside+structural_rejection,2196,1813,1813,5.0,10.0
PF_KSMUSD,2024,trade_downside+mark_downside+structural_rejection,5564,4159,4159,5.0,15.0
PF_KSMUSD,2025,trade_downside+mark_downside+structural_rejection,3933,3004,3004,5.0,15.0
PF_KSMUSD,2023,trade_downside+mark_downside+structural_rejection+oi,1009,823,823,5.0,10.0
PF_KSMUSD,2024,trade_downside+mark_downside+structural_rejection+oi,2536,1934,1934,5.0,15.0
PF_KSMUSD,2025,trade_downside+mark_downside+structural_rejection+oi,1798,1417,1417,5.0,10.0
PF_KSMUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_KSMUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation,60,47,47,5.0,10.0
PF_KSMUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation,29,19,19,5.0,15.49999999999999
PF_KSMUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_level,327,274,274,5.0,10.0
PF_KSMUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_level,699,560,560,5.0,10.0
PF_KSMUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_level,662,573,573,5.0,10.0
PF_KSMUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_KSMUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_KSMUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_KSMUSD,2023,trade_downside+mark_downside+structural_rejection+oi+breadth,187,163,163,5.0,10.0
PF_KSMUSD,2024,trade_downside+mark_downside+structural_rejection+oi+breadth,885,691,691,5.0,15.0
PF_KSMUSD,2025,trade_downside+mark_downside+structural_rejection+oi+breadth,663,524,524,5.0,10.0
PF_KSMUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_KSMUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_KSMUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_LDOUSD,2023,trade_downside+mark_downside+structural_rejection,55,41,41,5.0,15.0
PF_LDOUSD,2024,trade_downside+mark_downside+structural_rejection,18982,11836,11836,5.0,20.0
PF_LDOUSD,2025,trade_downside+mark_downside+structural_rejection,16340,10678,10678,5.0,15.0
PF_LDOUSD,2023,trade_downside+mark_downside+structural_rejection+oi,26,22,22,5.0,10.0
PF_LDOUSD,2024,trade_downside+mark_downside+structural_rejection+oi,9840,6622,6622,5.0,15.0
PF_LDOUSD,2025,trade_downside+mark_downside+structural_rejection+oi,8525,5889,5889,5.0,15.0
PF_LDOUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_LDOUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation,343,210,210,5.0,20.0
PF_LDOUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation,443,270,270,5.0,20.0
PF_LDOUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_level,21,17,17,5.0,10.999999999999996
PF_LDOUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_level,3486,2638,2638,5.0,15.0
PF_LDOUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_level,3031,2354,2354,5.0,15.0
PF_LDOUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_LDOUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_LDOUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_LDOUSD,2023,trade_downside+mark_downside+structural_rejection+oi+breadth,3,3,3,5.0,5.0
PF_LDOUSD,2024,trade_downside+mark_downside+structural_rejection+oi+breadth,2325,1659,1659,5.0,15.0
PF_LDOUSD,2025,trade_downside+mark_downside+structural_rejection+oi+breadth,2709,1930,1930,5.0,15.0
PF_LDOUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_LDOUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_LDOUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_LINKUSD,2023,trade_downside+mark_downside+structural_rejection,15193,9681,9681,5.0,20.0
PF_LINKUSD,2024,trade_downside+mark_downside+structural_rejection,26972,14981,14981,5.0,20.0
PF_LINKUSD,2025,trade_downside+mark_downside+structural_rejection,29291,15807,15807,5.0,20.0
PF_LINKUSD,2023,trade_downside+mark_downside+structural_rejection+oi,8974,5962,5962,5.0,15.0
PF_LINKUSD,2024,trade_downside+mark_downside+structural_rejection+oi,15315,9108,9108,5.0,20.0
PF_LINKUSD,2025,trade_downside+mark_downside+structural_rejection+oi,15626,9202,9202,5.0,20.0
PF_LINKUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation,294,188,188,5.0,15.0
PF_LINKUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation,486,285,285,5.0,20.0
PF_LINKUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation,402,227,227,5.0,23.499999999999943
PF_LINKUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_level,2622,1947,1947,5.0,15.0
PF_LINKUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_level,2373,1709,1709,5.0,15.0
PF_LINKUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_level,5350,3845,3845,5.0,15.0
PF_LINKUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_LINKUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_LINKUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_LINKUSD,2023,trade_downside+mark_downside+structural_rejection+oi+breadth,1056,780,780,5.0,15.0
PF_LINKUSD,2024,trade_downside+mark_downside+structural_rejection+oi+breadth,3382,2265,2265,5.0,15.0
PF_LINKUSD,2025,trade_downside+mark_downside+structural_rejection+oi+breadth,4288,2855,2855,5.0,15.0
PF_LINKUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_LINKUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_LINKUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_LPTUSD,2023,trade_downside+mark_downside+structural_rejection,1820,1513,1513,5.0,10.0
PF_LPTUSD,2024,trade_downside+mark_downside+structural_rejection,11860,8018,8018,5.0,15.0
PF_LPTUSD,2025,trade_downside+mark_downside+structural_rejection,10479,7317,7317,5.0,15.0
PF_LPTUSD,2023,trade_downside+mark_downside+structural_rejection+oi,791,661,661,5.0,10.0
PF_LPTUSD,2024,trade_downside+mark_downside+structural_rejection+oi,5970,4260,4260,5.0,15.0
PF_LPTUSD,2025,trade_downside+mark_downside+structural_rejection+oi,5517,4009,4009,5.0,15.0
PF_LPTUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_LPTUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation,46,30,30,5.0,15.0
PF_LPTUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation,11,4,4,5.0,34.749999999999986
PF_LPTUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_level,382,306,306,5.0,10.0
PF_LPTUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_level,1722,1329,1329,5.0,15.0
PF_LPTUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_level,1502,1121,1121,5.0,15.0
PF_LPTUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_LPTUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_LPTUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_change,403,345,345,5.0,10.0
PF_LPTUSD,2023,trade_downside+mark_downside+structural_rejection+oi+breadth,78,69,69,5.0,10.0
PF_LPTUSD,2024,trade_downside+mark_downside+structural_rejection+oi+breadth,1422,1087,1087,5.0,15.0
PF_LPTUSD,2025,trade_downside+mark_downside+structural_rejection+oi+breadth,1613,1225,1225,5.0,15.0
PF_LPTUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_LPTUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_LPTUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,2,2,2,5.0,5.0
PF_LRCUSD,2023,trade_downside+mark_downside+structural_rejection,2282,1887,1887,5.0,10.0
PF_LRCUSD,2024,trade_downside+mark_downside+structural_rejection,8248,5843,5843,5.0,15.0
PF_LRCUSD,2025,trade_downside+mark_downside+structural_rejection,0,0,0,,
PF_LRCUSD,2023,trade_downside+mark_downside+structural_rejection+oi,991,832,832,5.0,10.0
PF_LRCUSD,2024,trade_downside+mark_downside+structural_rejection+oi,3973,2931,2931,5.0,15.0
PF_LRCUSD,2025,trade_downside+mark_downside+structural_rejection+oi,0,0,0,,
PF_LRCUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_LRCUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation,50,33,33,5.0,15.0
PF_LRCUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_LRCUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_level,251,222,222,5.0,10.0
PF_LRCUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_level,1124,849,849,5.0,15.0
PF_LRCUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_level,0,0,0,,
PF_LRCUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_LRCUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_LRCUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_LRCUSD,2023,trade_downside+mark_downside+structural_rejection+oi+breadth,161,142,142,5.0,10.0
PF_LRCUSD,2024,trade_downside+mark_downside+structural_rejection+oi+breadth,1195,896,896,5.0,15.0
PF_LRCUSD,2025,trade_downside+mark_downside+structural_rejection+oi+breadth,0,0,0,,
PF_LRCUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_LRCUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_LRCUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_LSKUSD,2023,trade_downside+mark_downside+structural_rejection,0,0,0,,
PF_LSKUSD,2024,trade_downside+mark_downside+structural_rejection,1459,1203,1203,5.0,10.0
PF_LSKUSD,2025,trade_downside+mark_downside+structural_rejection,291,231,231,5.0,10.0
PF_LSKUSD,2023,trade_downside+mark_downside+structural_rejection+oi,0,0,0,,
PF_LSKUSD,2024,trade_downside+mark_downside+structural_rejection+oi,529,450,450,5.0,10.0
PF_LSKUSD,2025,trade_downside+mark_downside+structural_rejection+oi,145,111,111,5.0,15.0
PF_LSKUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_LSKUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_LSKUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_LSKUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_level,0,0,0,,
PF_LSKUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_level,164,147,147,5.0,10.0
PF_LSKUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_level,127,95,95,5.0,15.0
PF_LSKUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_LSKUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_LSKUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_LSKUSD,2023,trade_downside+mark_downside+structural_rejection+oi+breadth,0,0,0,,
PF_LSKUSD,2024,trade_downside+mark_downside+structural_rejection+oi+breadth,177,155,155,5.0,10.0
PF_LSKUSD,2025,trade_downside+mark_downside+structural_rejection+oi+breadth,27,19,19,5.0,15.0
PF_LSKUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_LSKUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_LSKUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_LTCUSD,2023,trade_downside+mark_downside+structural_rejection,17444,11036,11036,5.0,20.0
PF_LTCUSD,2024,trade_downside+mark_downside+structural_rejection,24668,14426,14426,5.0,20.0
PF_LTCUSD,2025,trade_downside+mark_downside+structural_rejection,28334,15637,15637,5.0,20.0
PF_LTCUSD,2023,trade_downside+mark_downside+structural_rejection+oi,9297,6220,6220,5.0,15.0
PF_LTCUSD,2024,trade_downside+mark_downside+structural_rejection+oi,13688,8520,8520,5.0,20.0
PF_LTCUSD,2025,trade_downside+mark_downside+structural_rejection+oi,15117,9099,9099,5.0,20.0
PF_LTCUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation,219,148,148,5.0,15.0
PF_LTCUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation,457,290,290,5.0,20.0
PF_LTCUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation,441,264,264,5.0,20.0
PF_LTCUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_level,2687,2077,2077,5.0,15.0
