symbol,year,grammar_cell,state_rows,onsets,episodes,duration_minutes_median,duration_minutes_p95
PF_COTIUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_COTIUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_COTIUSD,2023,trade_downside+mark_downside+structural_rejection+oi+breadth,0,0,0,,
PF_COTIUSD,2024,trade_downside+mark_downside+structural_rejection+oi+breadth,0,0,0,,
PF_COTIUSD,2025,trade_downside+mark_downside+structural_rejection+oi+breadth,3,2,2,7.5,9.75
PF_COTIUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_COTIUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_COTIUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_COWUSD,2023,trade_downside+mark_downside+structural_rejection,0,0,0,,
PF_COWUSD,2024,trade_downside+mark_downside+structural_rejection,93,79,79,5.0,10.0
PF_COWUSD,2025,trade_downside+mark_downside+structural_rejection,145,133,133,5.0,10.0
PF_COWUSD,2023,trade_downside+mark_downside+structural_rejection+oi,0,0,0,,
PF_COWUSD,2024,trade_downside+mark_downside+structural_rejection+oi,44,40,40,5.0,10.0
PF_COWUSD,2025,trade_downside+mark_downside+structural_rejection+oi,66,63,63,5.0,5.0
PF_COWUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_COWUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation,4,3,3,5.0,9.5
PF_COWUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation,13,12,12,5.0,7.2499999999999964
PF_COWUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_level,0,0,0,,
PF_COWUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_level,11,11,11,5.0,5.0
PF_COWUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_level,15,15,15,5.0,5.0
PF_COWUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_COWUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_change,19,19,19,5.0,5.0
PF_COWUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_change,16,16,16,5.0,5.0
PF_COWUSD,2023,trade_downside+mark_downside+structural_rejection+oi+breadth,0,0,0,,
PF_COWUSD,2024,trade_downside+mark_downside+structural_rejection+oi+breadth,9,7,7,5.0,10.0
PF_COWUSD,2025,trade_downside+mark_downside+structural_rejection+oi+breadth,22,21,21,5.0,5.0
PF_COWUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_COWUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,2,2,2,5.0,5.0
PF_COWUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,3,3,3,5.0,5.0
PF_CROUSD,2023,trade_downside+mark_downside+structural_rejection,0,0,0,,
PF_CROUSD,2024,trade_downside+mark_downside+structural_rejection,0,0,0,,
PF_CROUSD,2025,trade_downside+mark_downside+structural_rejection,2782,2066,2066,5.0,15.0
PF_CROUSD,2023,trade_downside+mark_downside+structural_rejection+oi,0,0,0,,
PF_CROUSD,2024,trade_downside+mark_downside+structural_rejection+oi,0,0,0,,
PF_CROUSD,2025,trade_downside+mark_downside+structural_rejection+oi,1550,1146,1146,5.0,15.0
PF_CROUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_CROUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_CROUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation,37,25,25,5.0,15.0
PF_CROUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_level,0,0,0,,
PF_CROUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_level,0,0,0,,
PF_CROUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_level,343,276,276,5.0,10.0
PF_CROUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_CROUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_CROUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_change,32,25,25,5.0,13.999999999999986
PF_CROUSD,2023,trade_downside+mark_downside+structural_rejection+oi+breadth,0,0,0,,
PF_CROUSD,2024,trade_downside+mark_downside+structural_rejection+oi+breadth,0,0,0,,
PF_CROUSD,2025,trade_downside+mark_downside+structural_rejection+oi+breadth,521,410,410,5.0,12.749999999999773
PF_CROUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_CROUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_CROUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_CRVUSD,2023,trade_downside+mark_downside+structural_rejection,12793,8689,8689,5.0,15.0
PF_CRVUSD,2024,trade_downside+mark_downside+structural_rejection,20819,12884,12884,5.0,20.0
PF_CRVUSD,2025,trade_downside+mark_downside+structural_rejection,27640,15647,15647,5.0,20.0
PF_CRVUSD,2023,trade_downside+mark_downside+structural_rejection+oi,6414,4646,4646,5.0,15.0
PF_CRVUSD,2024,trade_downside+mark_downside+structural_rejection+oi,11478,7477,7477,5.0,15.0
PF_CRVUSD,2025,trade_downside+mark_downside+structural_rejection+oi,15623,9460,9460,5.0,20.0
PF_CRVUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation,143,108,108,5.0,15.0
PF_CRVUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation,717,450,450,5.0,20.0
PF_CRVUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation,729,431,431,5.0,20.0
PF_CRVUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_level,2107,1660,1660,5.0,15.0
PF_CRVUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_level,3975,2923,2923,5.0,15.0
PF_CRVUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_level,6778,5128,5128,5.0,15.0
PF_CRVUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_CRVUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_CRVUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_CRVUSD,2023,trade_downside+mark_downside+structural_rejection+oi+breadth,568,460,460,5.0,10.0
PF_CRVUSD,2024,trade_downside+mark_downside+structural_rejection+oi+breadth,2702,1874,1874,5.0,15.0
PF_CRVUSD,2025,trade_downside+mark_downside+structural_rejection+oi+breadth,4193,2875,2875,5.0,15.0
PF_CRVUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_CRVUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_CRVUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_CTSIUSD,2023,trade_downside+mark_downside+structural_rejection,0,0,0,,
PF_CTSIUSD,2024,trade_downside+mark_downside+structural_rejection,0,0,0,,
PF_CTSIUSD,2025,trade_downside+mark_downside+structural_rejection,202,167,167,5.0,10.0
PF_CTSIUSD,2023,trade_downside+mark_downside+structural_rejection+oi,0,0,0,,
PF_CTSIUSD,2024,trade_downside+mark_downside+structural_rejection+oi,0,0,0,,
PF_CTSIUSD,2025,trade_downside+mark_downside+structural_rejection+oi,66,50,50,5.0,15.0
PF_CTSIUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_CTSIUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_CTSIUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_CTSIUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_level,0,0,0,,
PF_CTSIUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_level,0,0,0,,
PF_CTSIUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_level,19,19,19,5.0,5.0
PF_CTSIUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_CTSIUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_CTSIUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_CTSIUSD,2023,trade_downside+mark_downside+structural_rejection+oi+breadth,0,0,0,,
PF_CTSIUSD,2024,trade_downside+mark_downside+structural_rejection+oi+breadth,0,0,0,,
PF_CTSIUSD,2025,trade_downside+mark_downside+structural_rejection+oi+breadth,24,18,18,5.0,15.749999999999993
PF_CTSIUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_CTSIUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_CTSIUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_CVXUSD,2023,trade_downside+mark_downside+structural_rejection,12,10,10,5.0,10.0
PF_CVXUSD,2024,trade_downside+mark_downside+structural_rejection,5482,4121,4121,5.0,15.0
PF_CVXUSD,2025,trade_downside+mark_downside+structural_rejection,2340,1901,1901,5.0,10.0
PF_CVXUSD,2023,trade_downside+mark_downside+structural_rejection+oi,4,4,4,5.0,5.0
PF_CVXUSD,2024,trade_downside+mark_downside+structural_rejection+oi,2429,1856,1856,5.0,15.0
PF_CVXUSD,2025,trade_downside+mark_downside+structural_rejection+oi,1122,917,917,5.0,10.0
PF_CVXUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_CVXUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation,22,15,15,5.0,16.499999999999993
PF_CVXUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_CVXUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_level,0,0,0,,
PF_CVXUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_level,704,589,589,5.0,10.0
PF_CVXUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_level,202,175,175,5.0,10.0
PF_CVXUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_CVXUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_change,585,510,510,5.0,10.0
PF_CVXUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_change,530,449,449,5.0,10.0
PF_CVXUSD,2023,trade_downside+mark_downside+structural_rejection+oi+breadth,0,0,0,,
PF_CVXUSD,2024,trade_downside+mark_downside+structural_rejection+oi+breadth,576,459,459,5.0,10.0
PF_CVXUSD,2025,trade_downside+mark_downside+structural_rejection+oi+breadth,294,246,246,5.0,10.0
PF_CVXUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_CVXUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,5,5,5,5.0,5.0
PF_CVXUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_DASHUSD,2023,trade_downside+mark_downside+structural_rejection,1436,1228,1228,5.0,10.0
PF_DASHUSD,2024,trade_downside+mark_downside+structural_rejection,13472,8767,8767,5.0,15.0
PF_DASHUSD,2025,trade_downside+mark_downside+structural_rejection,9155,5954,5954,5.0,15.0
PF_DASHUSD,2023,trade_downside+mark_downside+structural_rejection+oi,575,496,496,5.0,10.0
PF_DASHUSD,2024,trade_downside+mark_downside+structural_rejection+oi,6839,4837,4837,5.0,15.0
PF_DASHUSD,2025,trade_downside+mark_downside+structural_rejection+oi,4801,3257,3257,5.0,15.0
PF_DASHUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_DASHUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_DASHUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation,279,174,174,5.0,15.0
PF_DASHUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_level,141,130,130,5.0,10.0
PF_DASHUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_level,1935,1497,1497,5.0,15.0
PF_DASHUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_level,1925,1424,1424,5.0,15.0
PF_DASHUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_DASHUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_change,98,84,84,5.0,10.0
PF_DASHUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_DASHUSD,2023,trade_downside+mark_downside+structural_rejection+oi+breadth,132,108,108,5.0,10.0
PF_DASHUSD,2024,trade_downside+mark_downside+structural_rejection+oi+breadth,1662,1200,1200,5.0,15.0
PF_DASHUSD,2025,trade_downside+mark_downside+structural_rejection+oi+breadth,1723,1189,1189,5.0,15.0
PF_DASHUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_DASHUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_DASHUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_DEEPUSD,2023,trade_downside+mark_downside+structural_rejection,0,0,0,,
PF_DEEPUSD,2024,trade_downside+mark_downside+structural_rejection,0,0,0,,
PF_DEEPUSD,2025,trade_downside+mark_downside+structural_rejection,1172,978,978,5.0,10.0
PF_DEEPUSD,2023,trade_downside+mark_downside+structural_rejection+oi,0,0,0,,
PF_DEEPUSD,2024,trade_downside+mark_downside+structural_rejection+oi,0,0,0,,
PF_DEEPUSD,2025,trade_downside+mark_downside+structural_rejection+oi,309,260,260,5.0,10.0
PF_DEEPUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_DEEPUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_DEEPUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_DEEPUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_level,0,0,0,,
PF_DEEPUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_level,0,0,0,,
PF_DEEPUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_level,103,90,90,5.0,10.0
PF_DEEPUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_DEEPUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_DEEPUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_change,104,95,95,5.0,10.0
PF_DEEPUSD,2023,trade_downside+mark_downside+structural_rejection+oi+breadth,0,0,0,,
PF_DEEPUSD,2024,trade_downside+mark_downside+structural_rejection+oi+breadth,0,0,0,,
PF_DEEPUSD,2025,trade_downside+mark_downside+structural_rejection+oi+breadth,119,103,103,5.0,10.0
PF_DEEPUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_DEEPUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_DEEPUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_DEGENUSD,2023,trade_downside+mark_downside+structural_rejection,0,0,0,,
PF_DEGENUSD,2024,trade_downside+mark_downside+structural_rejection,0,0,0,,
PF_DEGENUSD,2025,trade_downside+mark_downside+structural_rejection,912,723,723,5.0,15.0
PF_DEGENUSD,2023,trade_downside+mark_downside+structural_rejection+oi,0,0,0,,
PF_DEGENUSD,2024,trade_downside+mark_downside+structural_rejection+oi,0,0,0,,
PF_DEGENUSD,2025,trade_downside+mark_downside+structural_rejection+oi,373,306,306,5.0,10.0
PF_DEGENUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_DEGENUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_DEGENUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_DEGENUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_level,0,0,0,,
PF_DEGENUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_level,0,0,0,,
PF_DEGENUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_level,61,50,50,5.0,10.0
PF_DEGENUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_DEGENUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_DEGENUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_DEGENUSD,2023,trade_downside+mark_downside+structural_rejection+oi+breadth,0,0,0,,
PF_DEGENUSD,2024,trade_downside+mark_downside+structural_rejection+oi+breadth,0,0,0,,
PF_DEGENUSD,2025,trade_downside+mark_downside+structural_rejection+oi+breadth,112,93,93,5.0,10.0
PF_DEGENUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_DEGENUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_DEGENUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_DOGEUSD,2023,trade_downside+mark_downside+structural_rejection,15315,10006,10006,5.0,15.0
PF_DOGEUSD,2024,trade_downside+mark_downside+structural_rejection,27982,15449,15449,5.0,20.0
PF_DOGEUSD,2025,trade_downside+mark_downside+structural_rejection,29242,15722,15722,5.0,20.0
PF_DOGEUSD,2023,trade_downside+mark_downside+structural_rejection+oi,8470,5830,5830,5.0,15.0
PF_DOGEUSD,2024,trade_downside+mark_downside+structural_rejection+oi,15745,9359,9359,5.0,20.0
PF_DOGEUSD,2025,trade_downside+mark_downside+structural_rejection+oi,15523,9132,9132,5.0,20.0
PF_DOGEUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation,399,276,276,5.0,16.25
PF_DOGEUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation,506,308,308,5.0,20.0
PF_DOGEUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation,243,137,137,5.0,20.0
PF_DOGEUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_level,2306,1786,1786,5.0,15.0
PF_DOGEUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_level,3211,2249,2249,5.0,15.0
PF_DOGEUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_level,3368,2559,2559,5.0,15.0
PF_DOGEUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_DOGEUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_DOGEUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_DOGEUSD,2023,trade_downside+mark_downside+structural_rejection+oi+breadth,1030,786,786,5.0,15.0
PF_DOGEUSD,2024,trade_downside+mark_downside+structural_rejection+oi+breadth,3522,2362,2362,5.0,15.0
PF_DOGEUSD,2025,trade_downside+mark_downside+structural_rejection+oi+breadth,4233,2868,2868,5.0,15.0
PF_DOGEUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_DOGEUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_DOGEUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_DOGUSD,2023,trade_downside+mark_downside+structural_rejection,0,0,0,,
PF_DOGUSD,2024,trade_downside+mark_downside+structural_rejection,81,67,67,5.0,10.0
PF_DOGUSD,2025,trade_downside+mark_downside+structural_rejection,5279,3769,3769,5.0,15.0
PF_DOGUSD,2023,trade_downside+mark_downside+structural_rejection+oi,0,0,0,,
PF_DOGUSD,2024,trade_downside+mark_downside+structural_rejection+oi,18,15,15,5.0,11.499999999999995
PF_DOGUSD,2025,trade_downside+mark_downside+structural_rejection+oi,2876,2094,2094,5.0,15.0
PF_DOGUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_DOGUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_DOGUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation,192,135,135,5.0,15.0
PF_DOGUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_level,0,0,0,,
PF_DOGUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_level,0,0,0,,
PF_DOGUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_level,633,505,505,5.0,10.0
PF_DOGUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_DOGUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_change,7,6,6,5.0,8.75
PF_DOGUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_change,1249,999,999,5.0,10.0
PF_DOGUSD,2023,trade_downside+mark_downside+structural_rejection+oi+breadth,0,0,0,,
PF_DOGUSD,2024,trade_downside+mark_downside+structural_rejection+oi+breadth,0,0,0,,
PF_DOGUSD,2025,trade_downside+mark_downside+structural_rejection+oi+breadth,904,670,670,5.0,15.0
PF_DOGUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_DOGUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_DOGUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,106,79,79,5.0,10.499999999999972
PF_DOTUSD,2023,trade_downside+mark_downside+structural_rejection,9085,6605,6605,5.0,15.0
PF_DOTUSD,2024,trade_downside+mark_downside+structural_rejection,25537,14768,14768,5.0,20.0
PF_DOTUSD,2025,trade_downside+mark_downside+structural_rejection,25754,14935,14935,5.0,20.0
PF_DOTUSD,2023,trade_downside+mark_downside+structural_rejection+oi,4820,3603,3603,5.0,15.0
PF_DOTUSD,2024,trade_downside+mark_downside+structural_rejection+oi,14568,8961,8961,5.0,20.0
PF_DOTUSD,2025,trade_downside+mark_downside+structural_rejection+oi,13624,8534,8534,5.0,20.0
PF_DOTUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation,255,191,191,5.0,15.0
PF_DOTUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation,539,344,344,5.0,20.0
PF_DOTUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation,615,361,361,5.0,20.0
PF_DOTUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_level,1524,1244,1244,5.0,10.0
PF_DOTUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_level,2706,1888,1888,5.0,15.0
PF_DOTUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_level,4742,3434,3434,5.0,15.0
PF_DOTUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_DOTUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_DOTUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_DOTUSD,2023,trade_downside+mark_downside+structural_rejection+oi+breadth,684,537,537,5.0,10.999999999999943
PF_DOTUSD,2024,trade_downside+mark_downside+structural_rejection+oi+breadth,3333,2281,2281,5.0,15.0
PF_DOTUSD,2025,trade_downside+mark_downside+structural_rejection+oi+breadth,4013,2761,2761,5.0,15.0
PF_DOTUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_DOTUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_DOTUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_DYDXUSD,2023,trade_downside+mark_downside+structural_rejection,3253,2654,2654,5.0,10.0
PF_DYDXUSD,2024,trade_downside+mark_downside+structural_rejection,6749,5055,5055,5.0,15.0
PF_DYDXUSD,2025,trade_downside+mark_downside+structural_rejection,12965,9045,9045,5.0,15.0
PF_DYDXUSD,2023,trade_downside+mark_downside+structural_rejection+oi,1358,1125,1125,5.0,10.0
PF_DYDXUSD,2024,trade_downside+mark_downside+structural_rejection+oi,3187,2457,2457,5.0,15.0
PF_DYDXUSD,2025,trade_downside+mark_downside+structural_rejection+oi,6343,4631,4631,5.0,15.0
PF_DYDXUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation,39,32,32,5.0,10.0
PF_DYDXUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation,72,47,47,5.0,15.0
PF_DYDXUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation,32,18,18,5.0,20.749999999999993
PF_DYDXUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_level,405,347,347,5.0,10.0
PF_DYDXUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_level,1241,995,995,5.0,10.0
PF_DYDXUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_level,1711,1399,1399,5.0,10.0
PF_DYDXUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_DYDXUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_DYDXUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_DYDXUSD,2023,trade_downside+mark_downside+structural_rejection+oi+breadth,235,202,202,5.0,10.0
PF_DYDXUSD,2024,trade_downside+mark_downside+structural_rejection+oi+breadth,1061,805,805,5.0,15.0
PF_DYDXUSD,2025,trade_downside+mark_downside+structural_rejection+oi+breadth,2032,1514,1514,5.0,15.0
PF_DYDXUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_DYDXUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_DYDXUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation+basis_change,0,0,0,,
PF_DYMUSD,2023,trade_downside+mark_downside+structural_rejection,0,0,0,,
PF_DYMUSD,2024,trade_downside+mark_downside+structural_rejection,5862,4270,4270,5.0,15.0
PF_DYMUSD,2025,trade_downside+mark_downside+structural_rejection,155,143,143,5.0,10.0
PF_DYMUSD,2023,trade_downside+mark_downside+structural_rejection+oi,0,0,0,,
PF_DYMUSD,2024,trade_downside+mark_downside+structural_rejection+oi,2819,2126,2126,5.0,15.0
PF_DYMUSD,2025,trade_downside+mark_downside+structural_rejection+oi,51,47,47,5.0,10.0
PF_DYMUSD,2023,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_DYMUSD,2024,trade_downside+mark_downside+structural_rejection+oi+liquidation,116,79,79,5.0,15.0
PF_DYMUSD,2025,trade_downside+mark_downside+structural_rejection+oi+liquidation,0,0,0,,
PF_DYMUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_level,0,0,0,,
PF_DYMUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_level,779,650,650,5.0,10.0
PF_DYMUSD,2025,trade_downside+mark_downside+structural_rejection+oi+basis_level,31,29,29,5.0,7.999999999999989
PF_DYMUSD,2023,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
PF_DYMUSD,2024,trade_downside+mark_downside+structural_rejection+oi+basis_change,0,0,0,,
