symbol,first_raw_OI_timestamp,first_complete_causal_lookback,first_admissible_onset_timestamp,invalid_boundary_start,invalid_boundary_end,truncation_status,gap_count,OI_missing_bars_inside_retention,last_raw_OI_timestamp
PF_SHIBUSD,2023-05-31 04:45:00+00:00,2024-03-26 00:00:00+00:00,2024-03-26 00:25:00+00:00,2023-05-31 04:45:00+00:00,2024-03-26 00:00:00+00:00,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_SKLUSD,2025-01-28 19:10:00+00:00,,,2025-01-28 19:10:00+00:00,,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_SNXUSD,2023-03-07 11:40:00+00:00,2023-04-06 00:00:00+00:00,2023-04-06 02:15:00+00:00,2023-03-07 11:40:00+00:00,2023-04-06 00:00:00+00:00,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_SOLUSD,2023-03-07 11:45:00+00:00,2023-04-06 00:00:00+00:00,2023-04-06 00:25:00+00:00,2023-03-07 11:45:00+00:00,2023-04-06 00:00:00+00:00,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_SPELLUSD,2024-02-27 16:05:00+00:00,,,2024-02-27 16:05:00+00:00,,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_SPKUSD,2025-06-30 00:20:00+00:00,,,2025-06-30 00:20:00+00:00,,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_SPXUSD,2024-12-20 17:30:00+00:00,2025-04-25 00:00:00+00:00,2025-04-25 00:25:00+00:00,2024-12-20 17:30:00+00:00,2025-04-25 00:00:00+00:00,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_STGUSD,2023-07-26 17:40:00+00:00,,,2023-07-26 17:40:00+00:00,,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_STORJUSD,2023-03-07 11:45:00+00:00,2024-08-25 00:00:00+00:00,2024-08-25 02:20:00+00:00,2023-03-07 11:45:00+00:00,2024-08-25 00:00:00+00:00,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_STRKUSD,2024-02-21 12:35:00+00:00,2024-05-29 00:00:00+00:00,2024-05-29 01:15:00+00:00,2024-02-21 12:35:00+00:00,2024-05-29 00:00:00+00:00,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_STXUSD,2023-03-30 16:05:00+00:00,2024-03-15 00:00:00+00:00,2024-03-15 04:10:00+00:00,2023-03-30 16:05:00+00:00,2024-03-15 00:00:00+00:00,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_SUIUSD,2023-05-03 13:20:00+00:00,2024-01-29 00:00:00+00:00,2024-01-29 01:25:00+00:00,2023-05-03 13:20:00+00:00,2024-01-29 00:00:00+00:00,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_SUSD,2025-01-18 15:10:00+00:00,,,2025-01-18 15:10:00+00:00,,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_SUSHIUSD,2023-03-07 11:55:00+00:00,2024-12-15 00:00:00+00:00,2024-12-15 00:20:00+00:00,2023-03-07 11:55:00+00:00,2024-12-15 00:00:00+00:00,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_TAOUSD,2024-06-28 15:20:00+00:00,2024-12-27 00:00:00+00:00,2024-12-27 00:15:00+00:00,2024-06-28 15:20:00+00:00,2024-12-27 00:00:00+00:00,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_THETAUSD,2023-03-07 14:00:00+00:00,2024-04-10 00:00:00+00:00,2024-04-10 00:10:00+00:00,2023-03-07 14:00:00+00:00,2024-04-10 00:00:00+00:00,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_TIAUSD,2023-11-29 18:55:00+00:00,2023-12-30 00:00:00+00:00,2023-12-30 01:45:00+00:00,2023-11-29 18:55:00+00:00,2023-12-30 00:00:00+00:00,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_TRBUSD,2024-06-21 12:20:00+00:00,,,2024-06-21 12:20:00+00:00,,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_TRUMPUSD,2025-01-18 14:35:00+00:00,2025-02-28 00:00:00+00:00,2025-02-28 00:05:00+00:00,2025-01-18 14:35:00+00:00,2025-02-28 00:00:00+00:00,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_TRUUSD,2024-04-18 08:00:00+00:00,,,2024-04-18 08:00:00+00:00,,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_TRXUSD,2023-03-07 13:35:00+00:00,2024-09-11 00:00:00+00:00,2024-09-11 03:35:00+00:00,2023-03-07 13:35:00+00:00,2024-09-11 00:00:00+00:00,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_TURBOUSD,2024-06-05 13:50:00+00:00,2024-12-27 00:00:00+00:00,2024-12-27 01:00:00+00:00,2024-06-05 13:50:00+00:00,2024-12-27 00:00:00+00:00,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_UMAUSD,2024-01-26 10:45:00+00:00,,,2024-01-26 10:45:00+00:00,,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_UNIUSD,2023-03-07 11:50:00+00:00,2023-06-08 00:00:00+00:00,2023-06-08 05:25:00+00:00,2023-03-07 11:50:00+00:00,2023-06-08 00:00:00+00:00,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_USUALUSD,2025-01-15 13:35:00+00:00,,,2025-01-15 13:35:00+00:00,,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_VETUSD,2024-11-07 19:25:00+00:00,2025-07-06 00:00:00+00:00,2025-07-06 12:40:00+00:00,2024-11-07 19:25:00+00:00,2025-07-06 00:00:00+00:00,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_VINEUSD,2025-01-24 20:15:00+00:00,,,2025-01-24 20:15:00+00:00,,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_VIRTUALUSD,2025-01-20 20:20:00+00:00,2025-04-20 00:00:00+00:00,2025-04-20 00:15:00+00:00,2025-01-20 20:20:00+00:00,2025-04-20 00:00:00+00:00,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_WIFUSD,2024-01-22 14:05:00+00:00,2024-05-07 00:00:00+00:00,2024-05-07 02:15:00+00:00,2024-01-22 14:05:00+00:00,2024-05-07 00:00:00+00:00,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_WLDUSD,2023-08-02 14:25:00+00:00,2024-03-15 00:00:00+00:00,2024-03-15 04:30:00+00:00,2023-08-02 14:25:00+00:00,2024-03-15 00:00:00+00:00,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_WOOUSD,2023-04-05 14:10:00+00:00,2024-11-10 00:00:00+00:00,2024-11-10 00:25:00+00:00,2023-04-05 14:10:00+00:00,2024-11-10 00:00:00+00:00,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_WUSD,2024-04-08 14:20:00+00:00,2024-05-08 00:00:00+00:00,2024-05-08 02:10:00+00:00,2024-04-08 14:20:00+00:00,2024-05-08 00:00:00+00:00,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_XBTUSD,2023-03-07 11:40:00+00:00,2023-04-06 00:00:00+00:00,2023-04-06 00:10:00+00:00,2023-03-07 11:40:00+00:00,2023-04-06 00:00:00+00:00,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_XLMUSD,2023-03-07 13:55:00+00:00,2023-04-06 00:00:00+00:00,2023-04-06 21:50:00+00:00,2023-03-07 13:55:00+00:00,2023-04-06 00:00:00+00:00,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_XMRUSD,2023-03-07 12:05:00+00:00,2024-01-08 00:00:00+00:00,2024-01-08 00:30:00+00:00,2023-03-07 12:05:00+00:00,2024-01-08 00:00:00+00:00,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_XRPUSD,2023-03-07 11:40:00+00:00,2023-04-06 00:00:00+00:00,2023-04-06 01:05:00+00:00,2023-03-07 11:40:00+00:00,2023-04-06 00:00:00+00:00,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_XTZUSD,2023-03-07 12:10:00+00:00,2024-12-19 00:00:00+00:00,2024-12-19 00:45:00+00:00,2023-03-07 12:10:00+00:00,2024-12-19 00:00:00+00:00,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_YFIUSD,2023-03-07 11:40:00+00:00,2023-04-06 00:00:00+00:00,2023-04-06 01:50:00+00:00,2023-03-07 11:40:00+00:00,2023-04-06 00:00:00+00:00,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_YGGUSD,2024-04-10 17:20:00+00:00,,,2024-04-10 17:20:00+00:00,,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_ZECUSD,2023-03-07 12:00:00+00:00,2024-04-21 00:00:00+00:00,2024-04-21 03:25:00+00:00,2023-03-07 12:00:00+00:00,2024-04-21 00:00:00+00:00,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_ZENUSD,2024-12-05 15:05:00+00:00,2025-11-11 00:00:00+00:00,2025-11-11 00:30:00+00:00,2024-12-05 15:05:00+00:00,2025-11-11 00:00:00+00:00,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_ZEREBROUSD,2025-01-22 21:05:00+00:00,,,2025-01-22 21:05:00+00:00,,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_ZETAUSD,2024-05-15 18:55:00+00:00,,,2024-05-15 18:55:00+00:00,,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_ZKUSD,2024-08-01 22:25:00+00:00,,,2024-08-01 22:25:00+00:00,,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_ZROUSD,2024-06-21 12:20:00+00:00,2025-04-26 00:00:00+00:00,2025-04-26 02:35:00+00:00,2024-06-21 12:20:00+00:00,2025-04-26 00:00:00+00:00,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
PF_ZRXUSD,2023-04-12 17:25:00+00:00,2024-04-05 00:00:00+00:00,2024-04-05 00:50:00+00:00,2023-04-12 17:25:00+00:00,2024-04-05 00:00:00+00:00,left_truncated_OI,0,0,2025-12-31 00:00:00+00:00
