time_profit_flag,n,mean_pnl_R,median_pnl_R,mean_hours
TIME_NOT_PROFIT,372,-0.3270220745328516,-0.281072042280363,71.83266129032258
TIME_PROFIT,1486,1.2185392571276248,1.10420352287545,72.0
