group,n,mae_over_atr_q5,mae_over_atr_q25,mae_over_atr_q50,mae_over_atr_q75,mae_over_atr_q95,mae_over_atr_mean,mfe_over_atr_q5,mfe_over_atr_q25,mfe_over_atr_q50,mfe_over_atr_q75,mfe_over_atr_q95,mfe_over_atr_mean,mae_frac_sl_q5,mae_frac_sl_q25,mae_frac_sl_q50,mae_frac_sl_q75,mae_frac_sl_q95,mae_frac_sl_mean,mfe_frac_tp_q5,mfe_frac_tp_q25,mfe_frac_tp_q50,mfe_frac_tp_q75,mfe_frac_tp_q95,mfe_frac_tp_mean,pnl_R_q5,pnl_R_q25,pnl_R_q50,pnl_R_q75,pnl_R_q95,pnl_R_mean
SL,8003,2.007181803339426,2.04998845153985,2.13250219894637,2.2971433923932247,3.058602875867401,2.302839575242376,0.0,0.29947133850000696,0.989430176027171,2.121023214221565,4.635337742531096,1.4663273932654004,1.0035909016697162,1.0249942257699067,1.0662510994731627,1.1485716961965926,1.5293014379337828,1.1514197876211576,0.0,0.03743391731250063,0.12367877200339447,0.2651279017776965,0.5794172178163804,0.18329092415816983,-1.06130856481956,-1.036496149772335,-1.02573142694601,-1.017712495956715,-1.009333814926687,-1.0519604807467422
TIME,1858,0.321676694726971,0.8718833330995013,1.33541628558119,1.6836268260525,1.9366032427751125,1.250501448812268,1.4479677858325082,3.2598266409045626,4.68757771113742,6.137613512330717,7.581031073768754,4.655325819701828,0.16083834736348557,0.4359416665497251,0.6677081427906052,0.8418134130262521,0.9683016213875426,0.625250724406113,0.18099597322909136,0.4074783301130575,0.5859472138921866,0.7672016890413345,0.9476288842209823,0.5819157274627141,-0.4818653858252516,0.14917399644549675,0.8064892634559271,1.5867076445417,2.68984908025713,0.9090942542332774
TP,1410,0.1449665791930935,0.466253270610398,0.8697599234302145,1.3364176375830126,1.835185256644017,0.9195631603242312,8.017885933964262,8.114028843154433,8.280498037151009,8.62921208312533,10.40912271769493,8.702148978030648,0.0724832895965449,0.2331266353051849,0.43487996171509335,0.6682088187911466,0.9175926283219801,0.45978158016210285,1.0022357417454761,1.0142536053942925,1.0350622546438666,1.078651510390676,1.3011403397117272,1.0877686222537934,3.934161759465277,3.959374871519225,3.97209934743276,3.9809133178050047,3.988298972560736,3.9669042834013997
