model,fold,target,train_n,test_n,t_test_start,t_test_end,slice,state,n,pos_rate,auc,avg_precision,logloss,brier,accuracy@0.5,precision@0.5,recall@0.5,mean_pnl_R,top10_n,top10_mean_pnl_R,top10_winrate,top10_timerate
logreg,2,y_good_05,9312,1879,2024-03-03 00:00:00+00:00,2024-09-22 00:00:00+00:00,S6_fresh_x_compress,0,426.0,0.16901408450704225,0.7466258631512869,0.424735208006789,0.5153866889648058,0.17280436151502832,0.7347417840375586,0.3305785123966942,0.5555555555555556,-0.3036528606341893,42.0,1.3557319991081993,0.6428571428571429,0.3333333333333333
logreg,2,y_good_05,9312,1879,2024-03-03 00:00:00+00:00,2024-09-22 00:00:00+00:00,S6_fresh_x_compress,1,352.0,0.1903409090909091,0.8085886357685257,0.5458035231442051,0.4908140182270223,0.16061355341600295,0.7642045454545454,0.4230769230769231,0.6567164179104478,-0.22298182081000253,35.0,1.8966219067079753,0.7142857142857143,0.3142857142857143
logreg,2,y_good_05,9312,1879,2024-03-03 00:00:00+00:00,2024-09-22 00:00:00+00:00,S6_fresh_x_compress,6,270.0,0.16296296296296298,0.701226870474658,0.303373669336213,0.5442321891814812,0.18552162279395948,0.7037037037037037,0.2692307692307692,0.4772727272727273,-0.42340212741423144,27.0,0.4937434982648774,0.4444444444444444,0.37037037037037035
logreg,2,y_good_05,9312,1879,2024-03-03 00:00:00+00:00,2024-09-22 00:00:00+00:00,S6_fresh_x_compress,7,221.0,0.13122171945701358,0.7070761494252874,0.29517793993349495,0.4980273797563958,0.16112903424893388,0.7737556561085973,0.26666666666666666,0.41379310344827586,-0.4133415782159087,22.0,0.7031284491351226,0.4090909090909091,0.22727272727272727
logreg,2,y_good_05,9312,1879,2024-03-03 00:00:00+00:00,2024-09-22 00:00:00+00:00,S6_fresh_x_compress,8,221.0,0.14027149321266968,0.7597623089983022,0.3677980819606742,0.4704866282455693,0.15125713079447042,0.8099547511312217,0.39622641509433965,0.6774193548387096,-0.5278957950930152,22.0,0.7809038456076167,0.5909090909090909,0.4090909090909091
logreg,3,y_good_05,9327,1878,2024-09-22 00:00:00+00:00,2024-12-04 00:05:00+00:00,SCOPE,RISK_ON_1,439.0,0.2619589977220957,0.7807300053676866,0.5494751607518762,0.7489035286377764,0.26376138697745666,0.5854214123006833,0.3754646840148699,0.8782608695652174,0.08243659182477575,43.0,1.615058061379703,0.6511627906976745,0.27906976744186046
logreg,3,y_good_05,9327,1878,2024-09-22 00:00:00+00:00,2024-12-04 00:05:00+00:00,S1_regime_code_1d,1,589.0,0.1799660441426146,0.7291691081682878,0.38623192146534424,0.5013904466891774,0.16528330090466445,0.767402376910017,0.3851851851851852,0.49056603773584906,-0.3307163994058768,58.0,0.6985221228652657,0.5,0.29310344827586204
logreg,3,y_good_05,9327,1878,2024-09-22 00:00:00+00:00,2024-12-04 00:05:00+00:00,S1_regime_code_1d,2,336.0,0.22321428571428573,0.7321583652618135,0.438826639253433,0.6546532530420005,0.230653401413534,0.6190476190476191,0.3374233128834356,0.7333333333333333,-0.15490241756475945,33.0,1.1619539100047012,0.5757575757575758,0.36363636363636365
logreg,3,y_good_05,9327,1878,2024-09-22 00:00:00+00:00,2024-12-04 00:05:00+00:00,S1_regime_code_1d,3,793.0,0.3064312736443884,0.7185185185185184,0.5081888010133269,0.6645285074897189,0.23140571918901476,0.6431273644388399,0.4489795918367347,0.7242798353909465,0.21178019701108095,79.0,1.5573911975708756,0.6582278481012658,0.27848101265822783
logreg,3,y_good_05,9327,1878,2024-09-22 00:00:00+00:00,2024-12-04 00:05:00+00:00,S2_markov_x_vol1d,0,1128.0,0.24911347517730498,0.749814081098455,0.48308455593765925,0.5841402917960163,0.1989478397864697,0.7021276595744681,0.43529411764705883,0.6583629893238434,-0.015037132558139446,112.0,1.4532061062084622,0.6339285714285714,0.29464285714285715
logreg,3,y_good_05,9327,1878,2024-09-22 00:00:00+00:00,2024-12-04 00:05:00+00:00,S2_markov_x_vol1d,1,267.0,0.3295880149812734,0.7211147790756729,0.554106706612703,0.6880731106722687,0.2444964937430258,0.5917602996254682,0.43312101910828027,0.7727272727272727,0.28972307911836437,26.0,1.645288717224159,0.6923076923076923,0.38461538461538464
logreg,3,y_good_05,9327,1878,2024-09-22 00:00:00+00:00,2024-12-04 00:05:00+00:00,S2_markov_x_vol1d,3,229.0,0.19213973799126638,0.786977886977887,0.5102569521165587,0.64797181601154,0.22614006563788241,0.6375545851528385,0.3211009174311927,0.7954545454545454,-0.22787741114092824,22.0,1.3965271413166793,0.6363636363636364,0.3181818181818182
logreg,3,y_good_05,9327,1878,2024-09-22 00:00:00+00:00,2024-12-04 00:05:00+00:00,S2_markov_x_vol1d,2,254.0,0.2677165354330709,0.68943706514864,0.43755446294494116,0.6432276787140404,0.22221825303385137,0.6692913385826772,0.4215686274509804,0.6323529411764706,-0.038930620057846636,25.0,1.1251002193529027,0.56,0.32
logreg,3,y_good_05,9327,1878,2024-09-22 00:00:00+00:00,2024-12-04 00:05:00+00:00,S3_funding_x_oi,7,622.0,0.25884244372990356,0.7855728163188316,0.5409215654670976,0.6210232902133483,0.21400775717282344,0.6607717041800643,0.41830065359477125,0.7950310559006211,0.036955430074283396,62.0,1.4386709734230647,0.6612903225806451,0.3387096774193548
logreg,3,y_good_05,9327,1878,2024-09-22 00:00:00+00:00,2024-12-04 00:05:00+00:00,S3_funding_x_oi,8,494.0,0.2793522267206478,0.7100635075720567,0.479702608683762,0.6284159458454862,0.2172473811344403,0.6659919028340081,0.43414634146341463,0.644927536231884,0.10765008516092746,49.0,1.4838440665025578,0.5918367346938775,0.32653061224489793
