symbol,instrument_type,contract_size,base_unit,quote_unit,anchor_timestamp_utc,implied_price_absolute_over_relative,trade_open,mark_open,trade_relative_error,mark_relative_error,trade_error_limit,mark_error_limit,unit_status
PF_LDOUSD,flexible_futures,1,LDO,USD,2023-03-08T14:00:00Z,2.440800000000002032205660254,2.4792,2.43641331471,0.0154888673765722683907469127,0.001800468444133489745954276,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_LINKUSD,flexible_futures,1,LINK,USD,2023-01-01T00:00:00Z,5.565999999999943416141858789,5.563,5.56696273593,0.000539277368316271102257557,0.0001729373763978953773419086,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_LPTUSD,flexible_futures,1,LPT,USD,2023-01-01T00:00:00Z,4.530000000000007236799350849,4.475000000000001,4.53419940626,0.012290502793297480337172750,0.0009261626769645342114533311,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_LRCUSD,flexible_futures,1,LRC,USD,2023-01-01T00:00:00Z,0.1872000000000995340985372154,0.188,0.18741193157,0.0042553191484067335184190670,0.0011308328563985137814712114,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_LSKUSD,flexible_futures,1,LSK,USD,2024-01-31T15:00:00Z,1.322007000000006366799768121,1.3269,1.32218549259,0.0036875423920368024721018004,0.0001349981458683138342661332,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_LTCUSD,flexible_futures,1,LTC,USD,2023-01-01T00:00:00Z,70.01000000000001017347378465,70.07,70.06478626424,0.0008562865705721396678495126,0.0007819372206941549115698699,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_LUNA2USD,flexible_futures,1,LUNA2,USD,2023-01-01T00:00:00Z,1.258899999999987814805331581,1.259,1.2580830227,0.0000794281175632924500940580,0.000649382660163779670827586,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_MANAUSD,flexible_futures,1,MANA,USD,2023-01-01T00:00:00Z,0.2968,0.2971,0.29658507646,0.0010097610232245035341635813,0.000724660669259892538019848,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_MELANIAUSD,flexible_futures,1,MELANIA,USD,2025-01-20T13:00:00Z,8.601200000000021919034833292,8.534,8.61771778482,0.007874384813688999183833289,0.0019167238046567211007832879,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_MEWUSD,flexible_futures,1,MEW,USD,2024-06-18T16:00:00Z,0.004424109999974400282108826064,0.0043578,0.00442144728,0.015216393587222975379509400,0.000602228140646354627307931,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_MINAUSD,flexible_futures,1,MINA,USD,2023-01-01T00:00:00Z,0.4338999999999719216101550411,0.4372,0.43361387632,0.0075480329369352204708256151,0.000659858218561176718928304,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_MNTUSD,flexible_futures,1,MNT,USD,2024-07-15T13:00:00Z,0.7435890000000000219092388592,0.7404,0.74138209341,0.004307131280389008521392300,0.002976746551632122874958202,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_MOGUSD,flexible_futures,1,MOG,USD,2024-08-16T15:00:00Z,0.000001018599990458332212790322081,0.0000010643,0.00000102879,0.0429390299179439887340767819,0.0099048489406660127039317246,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_MOODENGUSD,flexible_futures,1,MOODENG,USD,2024-10-31T19:00:00Z,0.2027210000000189554144956794,0.2,0.20277058798,0.013605000000094777072478397,0.0002445521338920002943531466,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_MORPHOUSD,flexible_futures,1,MORPHO,USD,2024-11-26T17:00:00Z,0.9050050000000066305606499338,0.898,0.90576778205,0.007800668151455045167761619,0.0008421386420556770336166388,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_MOVEUSD,flexible_futures,1,MOVE,USD,2024-12-20T19:00:00Z,0.848038,0.8433,0.85656484,0.005618403889481797699513815,0.0099546929803936383846901771,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_MOVRUSD,flexible_futures,1,MOVR,USD,2024-05-15T20:00:00Z,15.23480999999999986224340857,15,15.12211839486,0.015653999999999990816227238,0.007452104407429033150381484,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_NEARUSD,flexible_futures,1,NEAR,USD,2023-01-01T00:00:00Z,1.2555,1.2554,1.25455982699,0.000079655886570017524295045,0.000749404683438420068933376,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_NEIROUSD,flexible_futures,1,NEIRO,USD,2024-10-09T15:00:00Z,0.001692256999990151616850635258,0.0017167,0.00168778291,0.0142383643093425660565997216,0.002650868167726391334674231,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_NEOUSD,flexible_futures,1,NEO,USD,2024-04-24T19:00:00Z,18.12660000000000509866429435,18.203,18.09593708455,0.0041971103664228369683956298,0.001694464083663540627409456,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_NMRUSD,flexible_futures,1,NMR,USD,2024-07-04T19:00:00Z,14.2822,14.256,14.26384360776,0.001837822671156004489337823,0.001286917660118869990798102,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_NOTUSD,flexible_futures,1,NOT,USD,2024-07-09T16:00:00Z,0.01623249999999899955634997296,0.016027,0.01617361096,0.012822112684781902810879950,0.003641057036962360342935624,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_OGNUSD,flexible_futures,1,OGN,USD,2023-01-01T00:00:00Z,0.08676999999999125570408443916,0.08673,0.08679001031,0.000461201429623610101284897,0.0002305600602796413691952797,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_ONDOUSD,flexible_futures,1,ONDO,USD,2024-04-11T17:00:00Z,0.7495320000000037139187694358,0.7523,0.75100526455,0.0036793832247724127093321337,0.0019617233320981598986190012,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_OPUSD,flexible_futures,1,OP,USD,2023-01-01T00:00:00Z,0.9167000000000059378492289311,0.9173,0.91654763987,0.0006540935353690855235703357,0.000166232635793539430074896,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_ORDIUSD,flexible_futures,1,ORDI,USD,2024-01-24T14:00:00Z,53.74404,53.731,53.54913051124,0.000242690439411140682287692,0.003639825463068692810896489,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_PENDLEUSD,flexible_futures,1,PENDLE,USD,2024-05-29T14:00:00Z,6.217510000000008619577212683,6.209,6.2142453002,0.001370591077469579574361843,0.000525357407423802226752768,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_PENGUUSD,flexible_futures,1,PENGU,USD,2024-12-20T21:00:00Z,0.02756400000000476941600991554,0.02737,0.02763823881,0.007088052612523544611250111,0.0026860904743456257873648665,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_PEOPLEUSD,flexible_futures,1,PEOPLE,USD,2024-06-11T15:00:00Z,0.1147030299999959322310360664,0.1136,0.11454410144,0.009709771126724755554894951,0.001387487945672885720583696,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_PEPEUSD,flexible_futures,1,PEPE,USD,2023-05-25T13:00:00Z,0.000001439600009472606270775993513,0.000001439,0.00000143898,0.000416962802367109642802997,0.000430867331447463325406547,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_PNUTUSD,flexible_futures,1,PNUT,USD,2024-11-26T17:00:00Z,1.079899999999996075717989020,1.0896,1.08199573496,0.0089023494860535281589674927,0.0019369161007657769797416171,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_POLUSD,flexible_futures,1,POL,USD,2024-09-20T14:00:00Z,0.3990010000000022526600305576,0.40082,0.39873865342,0.0045381966967659980539130842,0.000657941179647605833133421,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_POPCATUSD,flexible_futures,1,POPCAT,USD,2024-06-18T18:00:00Z,0.2326919999999610977469343515,0.23172,0.23271608748,0.004194717762649308419361089,0.0001035058654506314281975075,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_PUMPUSD,flexible_futures,1,PUMP,USD,2025-07-14T19:00:00Z,0.00528758,0.005312,0.0052907667,0.0045971385542168674698795181,0.0006023134605424956651367750,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_PYTHUSD,flexible_futures,1,PYTH,USD,2023-11-29T19:00:00Z,0.3992369999999879602635968389,0.40194,0.3997292771999999,0.0067248843111211617067302610,0.0012315265057896536269918527,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_QNTUSD,flexible_futures,1,QNT,USD,2023-01-01T00:00:00Z,105.2599999999999825906405004,105.46,105.24706034398,0.0018964536317088698023847866,0.000122945533848563426923959,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_QTUMUSD,flexible_futures,1,QTUM,USD,2023-01-01T00:00:00Z,1.831299999999984519394518939,1.8264,1.8304293656,0.002682873412168484118768582,0.000475644904057323431371276,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_RAYUSD,flexible_futures,1,RAY,USD,2024-10-24T21:00:00Z,2.966389999999999826912029377,2.9647,2.95851852074,0.000570040813572984420693283,0.002660615171011662852622855,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_RENDERUSD,flexible_futures,1,RENDER,USD,2024-07-30T17:00:00Z,6.15244,6.17,6.15230450846,0.0028460291734197730956239870,0.000022022892367191242009163,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_RLCUSD,flexible_futures,1,RLC,USD,2023-04-12T23:00:00Z,1.772109999999982377957783306,1.7769,1.77180803171,0.0026957060048498069909486713,0.000170429462209257273433554,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_RSRUSD,flexible_futures,1,RSR,USD,2024-09-25T17:00:00Z,0.006841020000000879656519023264,0.006866,0.0067725603,0.0036382173025226250336406548,0.010108392833487160907083140,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_RUNEUSD,flexible_futures,1,RUNE,USD,2023-01-01T00:00:00Z,1.273,1.2809,1.27217099268,0.0061675384495276758529159185,0.000651647714631178726051944,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_SAGAUSD,flexible_futures,1,SAGA,USD,2024-04-14T01:00:00Z,3.771729999999598070200780318,3.812,3.77088189565,0.0105640083946489847322192240,0.000224908754256245278271639,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_SEIUSD,flexible_futures,1,SEI,USD,2024-03-13T14:00:00Z,0.9022770000000030075393776200,0.91473,0.9040429024,0.0136138532681742071000430510,0.0019533391560389208146305557,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_SHIBUSD,flexible_futures,1,SHIB,USD,2023-05-31T05:00:00Z,0.000008562000053692281576208725075,0.000008555,0.00000854964,0.000818241226450213466829348,0.001445681185673499259468829,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_SKLUSD,flexible_futures,1,SKL,USD,2025-01-28T20:00:00Z,0.05209529999999943082122122616,0.05154,0.05181959229,0.010774155995332379146705979,0.005320530282378082778644459,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_SNXUSD,flexible_futures,1,SNX,USD,2023-01-01T00:00:00Z,1.436,1.4562,1.43395932989,0.0138717209174563933525614613,0.001423101804537609304790490,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_SOLUSD,flexible_futures,1,SOL,USD,2023-01-01T00:00:00Z,9.960000000000002293645246788,9.94,9.947057444,0.002012072434607876624270301,0.001301144189914089496359682,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_SPELLUSD,flexible_futures,1,SPELL,USD,2024-02-27T17:00:00Z,0.0009395640000079725830220629605,0.0009406,0.00094024384,0.0011014246141052700169434824,0.0007230464727398979587433825,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_SPKUSD,flexible_futures,1,SPK,USD,2025-06-30T01:00:00Z,0.04316760000000458668651115834,0.0444,0.04308429729,0.0277567567566534530065054428,0.001933481923678061374530970,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_SPXUSD,flexible_futures,1,SPX,USD,2024-12-20T23:00:00Z,0.6845379999999996236113029241,0.6738,0.69138338,0.015936479667556580010838415,0.0099009900990104453894987697,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_STGUSD,flexible_futures,1,STG,USD,2023-07-26T18:00:00Z,0.5786989999999851280589059456,0.5819,0.57833463346,0.0055009451796096785377110404,0.000630027183060495626064500,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_STORJUSD,flexible_futures,1,STORJ,USD,2023-01-01T00:00:00Z,0.2461000000000137678910675539,0.2458,0.24620282652,0.001220504475239088246816737,0.0004176496323769017180024457,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_STRKUSD,flexible_futures,1,STRK,USD,2024-02-21T13:00:00Z,1.810019999999998214030303462,1.8108,1.81385655477,0.0004307488402925701180122255,0.0021151368116252541460591664,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_STXUSD,flexible_futures,1,STX,USD,2023-03-30T17:00:00Z,0.9210750000000005571062136938,0.919,0.92103319986,0.002257889009793859745607937,0.000045383966622387620273436,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_SUIUSD,flexible_futures,1,SUI,USD,2023-05-03T14:00:00Z,1.298199999999999517849137100,1.3523,1.311081,0.0400059158470757096434688309,0.0098247171608775370483310337,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_SUSD,flexible_futures,1,S,USD,2025-01-18T16:00:00Z,0.6759880000000010547525278841,0.6803,0.67853592782,0.0063383801264132665698546463,0.0037550374498000819028644429,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_SUSHIUSD,flexible_futures,1,SUSHI,USD,2023-01-01T00:00:00Z,0.9225000000000274288874501326,0.9276,0.92231561599,0.0054980595083792271588506548,0.000199914223320954840781252,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_TAOUSD,flexible_futures,1,TAO,USD,2024-06-28T16:00:00Z,281.661,280.75,281.72046440316,0.003244879786286731967943010,0.0002110759091852931083233529,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_THETAUSD,flexible_futures,1,THETA,USD,2023-01-01T00:00:00Z,0.7220000000000236989483820239,0.7239,0.72223166501,0.0026246719159777608117391575,0.0003207627430363267500707170,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_TIAUSD,flexible_futures,1,TIA,USD,2023-11-29T19:00:00Z,6.161279999999995566319643942,6.1519,6.16144002974,0.001524732196556440501250661,0.0000259727822119509623355314,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_TRBUSD,flexible_futures,1,TRB,USD,2024-06-21T13:00:00Z,106.2197099999999863327572563,105,105.69569638676,0.011616285714285584121497679,0.004957757327436720874592946,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_TRUMPUSD,flexible_futures,1,TRUMP,USD,2025-01-18T15:00:00Z,31.57559999999999844729704982,31.999,31.809647,0.0132316634894840948999328160,0.0073577364753529504022144659,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_TRUUSD,flexible_futures,1,TRU,USD,2024-04-18T08:00:00Z,0.1046384999999891029898558212,0.10538,0.10452434806,0.0070364395522005789537310571,0.001092108605389975487169962,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_TRXUSD,flexible_futures,1,TRX,USD,2023-01-01T00:00:00Z,0.054462,0.054399,0.0544031027,0.001158109524072133678927921,0.001082609209345701527424097,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_TURBOUSD,flexible_futures,1,TURBO,USD,2024-06-05T14:00:00Z,0.005864538999996165741234915552,0.0058898,0.00587199584,0.0042889402023556417476118795,0.0012698987204722302332360726,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_UMAUSD,flexible_futures,1,UMA,USD,2024-01-26T11:00:00Z,5.553220000000001896695035509,5.547,5.53602124937,0.001121326843339083593840907,0.003106698810442448526658790,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_UNIUSD,flexible_futures,1,UNI,USD,2023-01-01T00:00:00Z,5.159200000000227985014186314,5.169,5.15888724655,0.0018959179724844292872535666,0.000060624207368970610786127,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_USUALUSD,flexible_futures,1,USUAL,USD,2025-01-15T14:00:00Z,0.5393399999999980325152144265,0.52,0.53923313166,0.037192307692303908683104666,0.000198185782221956793949174,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_VETUSD,flexible_futures,1,VET,USD,2024-11-07T20:00:00Z,0.02185840000000160711203500286,0.021822,0.0219879425,0.001668041426157415087297354,0.0058915244115447767777725060,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_VINEUSD,flexible_futures,1,VINE,USD,2025-01-24T21:00:00Z,0.1136439999999989906884278821,0.12679,0.11415364751,0.1036832557772774612475125633,0.0044645749051195544366720508,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_VIRTUALUSD,flexible_futures,1,VIRTUAL,USD,2025-01-20T21:00:00Z,2.659789999999996391051348199,2.6273,2.66662561501,0.012366307616182541411847980,0.0025633950906070385878843103,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_WIFUSD,flexible_futures,1,WIF,USD,2024-01-22T15:00:00Z,0.2677709999999864889088127982,0.2693,0.267716847,0.0056776828815949167886639502,0.000202277146893519587927906,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_WLDUSD,flexible_futures,1,WLD,USD,2023-08-02T15:00:00Z,2.447609999999997898403529140,2.429,2.4384800899,0.007661589131328900124960535,0.003744098685822080373070156,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_WOOUSD,flexible_futures,1,WOO,USD,2023-04-05T16:00:00Z,0.2259499999993353140916792028,0.22662,0.22567990395,0.0029564910452064509236642715,0.001196810369943947734825340,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_WUSD,flexible_futures,1,W,USD,2024-04-08T15:00:00Z,0.9952000000000000265685548976,0.9959,0.99896581928,0.0007028818154432909242344637,0.0037697178495197866560633164,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_XBTUSD,flexible_futures,1,BTC,USD,2023-01-01T00:00:00Z,16527.28000000000001506016615,16523,16525.81181883052,0.000259032863281487324345830,0.000088841697193179926225230,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_XLMUSD,flexible_futures,1,XLM,USD,2023-01-01T00:00:00Z,0.07101000000000079108461784088,0.0712,0.07100619026,0.0026685393258315858901988640,0.000053653631983931827662048,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_XMRUSD,flexible_futures,1,XMR,USD,2023-01-01T00:00:00Z,147.4799999999999974351022422,147.29,147.22920195984,0.001289972163758554111631762,0.001703453097765266101955068,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_XRPUSD,flexible_futures,1,XRP,USD,2023-01-01T00:00:00Z,0.3388499999999961612118267473,0.3396400000000001,0.33891529362,0.0023259922270755463301555470,0.0001926546875664087600853092,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_XTZUSD,flexible_futures,1,XTZ,USD,2023-01-01T00:00:00Z,0.7148999999999333317781729243,0.7176,0.71506493092,0.0037625418061129713236163262,0.0002306516694287729730398113,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_YFIUSD,flexible_futures,1,YFI,USD,2023-01-01T00:00:00Z,5083.770000000000002249972110,5077,5077.69276173582,0.001333464644475084154022476,0.001196850331311200780071518,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_YGGUSD,flexible_futures,1,YGG,USD,2024-04-10T18:00:00Z,1.263129000000009642483972344,1.2805,1.2644320522,0.0135657946114723604186080875,0.0010305434742208265542951379,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_ZECUSD,flexible_futures,1,ZEC,USD,2023-01-01T00:00:00Z,37.26200000000015219319048893,38.25,37.25912166585,0.0258300653594731452760656489,0.000077251798256702924399727,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_ZENUSD,flexible_futures,1,ZEN,USD,2024-12-05T16:00:00Z,16.83660000000000552370401410,16.744,16.86932539746,0.005530339225991729795987464,0.0019399351597617478883761848,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_ZEREBROUSD,flexible_futures,1,ZEREBRO,USD,2025-01-22T22:00:00Z,0.1956279999999934409132849457,0.1976,0.19586237261,0.0099797570850534366736591817,0.0011966188649886338508755916,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_ZETAUSD,flexible_futures,1,ZETA,USD,2024-05-15T19:00:00Z,1.588399999999998432211128901,1.6058,1.59516796832,0.0108357205131408443074300031,0.0042427935204400204344689377,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_ZKUSD,flexible_futures,1,ZK,USD,2024-08-01T23:00:00Z,0.1410029999999983662809887671,0.140872,0.1417593292,0.000929922198863977802464415,0.0053353045917321801139789317,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_ZROUSD,flexible_futures,1,ZRO,USD,2024-06-21T13:00:00Z,3.179459999999998946360531101,3.1749,3.18414969179,0.001436265709155862030467448,0.0014728239071463687518022744,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
PF_ZRXUSD,flexible_futures,1,ZRX,USD,2023-04-12T23:00:00Z,0.2779730999999896858250746875,0.27977,0.27780119336,0.0064227758516292460768678289,0.000618811740548981726212580,0.25,0.10,verified_one_contract_unit_equals_one_base_unit_no_hidden_multiplier
