symbol,partition,row_count,numeric_rate_parsing
PF_COTIUSD,rankable_2023_2025,14643,Decimal
PF_COTIUSD,unknown_or_invalid,0,none
PF_COWUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_COWUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_COWUSD,rankable_2023_2025,9604,Decimal
PF_COWUSD,unknown_or_invalid,0,none
PF_CROUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_CROUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_CROUSD,rankable_2023_2025,9024,Decimal
PF_CROUSD,unknown_or_invalid,0,none
PF_CRVUSD,pre_rankable_before_2023_excluded,2807,Decimal_schema_only_not_calibration
PF_CRVUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_CRVUSD,rankable_2023_2025,26297,Decimal
PF_CRVUSD,unknown_or_invalid,0,none
PF_CSPRUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_CSPRUSD,protected_2026_plus_quarantine,0,none_opaque_raw_line
PF_CSPRUSD,rankable_2023_2025,6571,Decimal
PF_CSPRUSD,unknown_or_invalid,0,none
PF_CTCUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_CTCUSD,protected_2026_plus_quarantine,0,none_opaque_raw_line
PF_CTCUSD,rankable_2023_2025,1599,Decimal
PF_CTCUSD,unknown_or_invalid,0,none
PF_CTSIUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_CTSIUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_CTSIUSD,rankable_2023_2025,13947,Decimal
PF_CTSIUSD,unknown_or_invalid,0,none
PF_CVCUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_CVCUSD,protected_2026_plus_quarantine,0,none_opaque_raw_line
PF_CVCUSD,rankable_2023_2025,3404,Decimal
PF_CVCUSD,unknown_or_invalid,0,none
PF_CVXUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_CVXUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_CVXUSD,rankable_2023_2025,24169,Decimal
PF_CVXUSD,unknown_or_invalid,0,none
PF_CYBERUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_CYBERUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_CYBERUSD,rankable_2023_2025,10394,Decimal
PF_CYBERUSD,unknown_or_invalid,0,none
PF_DARUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_DARUSD,protected_2026_plus_quarantine,0,none_opaque_raw_line
PF_DARUSD,rankable_2023_2025,2061,Decimal
PF_DARUSD,unknown_or_invalid,0,none
PF_DASHUSD,pre_rankable_before_2023_excluded,2459,Decimal_schema_only_not_calibration
PF_DASHUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_DASHUSD,rankable_2023_2025,26297,Decimal
PF_DASHUSD,unknown_or_invalid,0,none
PF_DBRUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_DBRUSD,protected_2026_plus_quarantine,0,none_opaque_raw_line
PF_DBRUSD,rankable_2023_2025,3042,Decimal
PF_DBRUSD,unknown_or_invalid,0,none
PF_DEEPUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_DEEPUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_DEEPUSD,rankable_2023_2025,9886,Decimal
PF_DEEPUSD,unknown_or_invalid,0,none
PF_DEFIUSD,pre_rankable_before_2023_excluded,3389,Decimal_schema_only_not_calibration
PF_DEFIUSD,protected_2026_plus_quarantine,0,none_opaque_raw_line
PF_DEFIUSD,rankable_2023_2025,8705,Decimal
PF_DEFIUSD,unknown_or_invalid,0,none
PF_DEGENUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_DEGENUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_DEGENUSD,rankable_2023_2025,9887,Decimal
PF_DEGENUSD,unknown_or_invalid,0,none
PF_DENTUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_DENTUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_DENTUSD,rankable_2023_2025,9556,Decimal
PF_DENTUSD,unknown_or_invalid,0,none
PF_DEXEUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_DEXEUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_DEXEUSD,rankable_2023_2025,7919,Decimal
PF_DEXEUSD,unknown_or_invalid,0,none
PF_DFUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_DFUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_DFUSD,rankable_2023_2025,7730,Decimal
PF_DFUSD,unknown_or_invalid,0,none
PF_DIAUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_DIAUSD,protected_2026_plus_quarantine,0,none_opaque_raw_line
PF_DIAUSD,rankable_2023_2025,2872,Decimal
PF_DIAUSD,unknown_or_invalid,0,none
PF_DOGEUSD,pre_rankable_before_2023_excluded,2849,Decimal_schema_only_not_calibration
PF_DOGEUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_DOGEUSD,rankable_2023_2025,26297,Decimal
PF_DOGEUSD,unknown_or_invalid,0,none
PF_DOGSUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_DOGSUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_DOGSUSD,rankable_2023_2025,10756,Decimal
PF_DOGSUSD,unknown_or_invalid,0,none
PF_DOGUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_DOGUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_DOGUSD,rankable_2023_2025,9887,Decimal
PF_DOGUSD,unknown_or_invalid,0,none
PF_DOTUSD,pre_rankable_before_2023_excluded,3389,Decimal_schema_only_not_calibration
PF_DOTUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_DOTUSD,rankable_2023_2025,26297,Decimal
PF_DOTUSD,unknown_or_invalid,0,none
PF_DRIFTUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_DRIFTUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_DRIFTUSD,rankable_2023_2025,12916,Decimal
PF_DRIFTUSD,unknown_or_invalid,0,none
PF_DUCKUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_DUCKUSD,protected_2026_plus_quarantine,0,none_opaque_raw_line
PF_DUCKUSD,rankable_2023_2025,6255,Decimal
PF_DUCKUSD,unknown_or_invalid,0,none
PF_DUSKUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_DUSKUSD,protected_2026_plus_quarantine,0,none_opaque_raw_line
PF_DUSKUSD,rankable_2023_2025,7914,Decimal
PF_DUSKUSD,unknown_or_invalid,0,none
PF_DYDXUSD,pre_rankable_before_2023_excluded,2375,Decimal_schema_only_not_calibration
PF_DYDXUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_DYDXUSD,rankable_2023_2025,26297,Decimal
PF_DYDXUSD,unknown_or_invalid,0,none
PF_DYMUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_DYMUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_DYMUSD,rankable_2023_2025,16611,Decimal
PF_DYMUSD,unknown_or_invalid,0,none
PF_EDENUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_EDENUSD,protected_2026_plus_quarantine,0,none_opaque_raw_line
PF_EDENUSD,rankable_2023_2025,1072,Decimal
PF_EDENUSD,unknown_or_invalid,0,none
PF_EDUUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_EDUUSD,protected_2026_plus_quarantine,0,none_opaque_raw_line
PF_EDUUSD,rankable_2023_2025,2706,Decimal
PF_EDUUSD,unknown_or_invalid,0,none
PF_EGLDUSD,pre_rankable_before_2023_excluded,2375,Decimal_schema_only_not_calibration
PF_EGLDUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_EGLDUSD,rankable_2023_2025,26297,Decimal
PF_EGLDUSD,unknown_or_invalid,0,none
PF_EIGENUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_EIGENUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_EIGENUSD,rankable_2023_2025,10756,Decimal
PF_EIGENUSD,unknown_or_invalid,0,none
PF_ENAUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_ENAUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_ENAUSD,rankable_2023_2025,14787,Decimal
PF_ENAUSD,unknown_or_invalid,0,none
PF_ENJUSD,pre_rankable_before_2023_excluded,2711,Decimal_schema_only_not_calibration
PF_ENJUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_ENJUSD,rankable_2023_2025,26297,Decimal
PF_ENJUSD,unknown_or_invalid,0,none
PF_ENSOUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_ENSOUSD,protected_2026_plus_quarantine,0,none_opaque_raw_line
PF_ENSOUSD,rankable_2023_2025,354,Decimal
PF_ENSOUSD,unknown_or_invalid,0,none
PF_ENSUSD,pre_rankable_before_2023_excluded,2249,Decimal_schema_only_not_calibration
PF_ENSUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_ENSUSD,rankable_2023_2025,26297,Decimal
PF_ENSUSD,unknown_or_invalid,0,none
PF_EOSUSD,pre_rankable_before_2023_excluded,3389,Decimal_schema_only_not_calibration
PF_EOSUSD,protected_2026_plus_quarantine,0,none_opaque_raw_line
PF_EOSUSD,rankable_2023_2025,21136,Decimal
PF_EOSUSD,unknown_or_invalid,0,none
PF_ESPORTSUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_ESPORTSUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_ESPORTSUSD,rankable_2023_2025,226,Decimal
PF_ESPORTSUSD,unknown_or_invalid,0,none
PF_ETCUSD,pre_rankable_before_2023_excluded,2585,Decimal_schema_only_not_calibration
PF_ETCUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_ETCUSD,rankable_2023_2025,26297,Decimal
PF_ETCUSD,unknown_or_invalid,0,none
PF_ETHBTCUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_ETHBTCUSD,protected_2026_plus_quarantine,0,none_opaque_raw_line
PF_ETHBTCUSD,rankable_2023_2025,1709,Decimal
PF_ETHBTCUSD,unknown_or_invalid,0,none
PF_ETHFIUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_ETHFIUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_ETHFIUSD,rankable_2023_2025,14425,Decimal
PF_ETHFIUSD,unknown_or_invalid,0,none
PF_ETHUSD,pre_rankable_before_2023_excluded,3389,Decimal_schema_only_not_calibration
PF_ETHUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_ETHUSD,rankable_2023_2025,26297,Decimal
PF_ETHUSD,unknown_or_invalid,0,none
PF_ETHWUSD,pre_rankable_before_2023_excluded,2325,Decimal_schema_only_not_calibration
PF_ETHWUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_ETHWUSD,rankable_2023_2025,26297,Decimal
PF_ETHWUSD,unknown_or_invalid,0,none
PF_EURUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_EURUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_EURUSD,rankable_2023_2025,6196,Decimal
PF_EURUSD,unknown_or_invalid,0,none
PF_FARTCOINUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_FARTCOINUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_FARTCOINUSD,rankable_2023_2025,8279,Decimal
PF_FARTCOINUSD,unknown_or_invalid,0,none
PF_FETUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_FETUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_FETUSD,rankable_2023_2025,20160,Decimal
PF_FETUSD,unknown_or_invalid,0,none
PF_FFUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_FFUSD,protected_2026_plus_quarantine,0,none_opaque_raw_line
PF_FFUSD,rankable_2023_2025,876,Decimal
PF_FFUSD,unknown_or_invalid,0,none
PF_FIDAUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_FIDAUSD,protected_2026_plus_quarantine,0,none_opaque_raw_line
PF_FIDAUSD,rankable_2023_2025,9450,Decimal
PF_FIDAUSD,unknown_or_invalid,0,none
PF_FILUSD,pre_rankable_before_2023_excluded,3389,Decimal_schema_only_not_calibration
PF_FILUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_FILUSD,rankable_2023_2025,26297,Decimal
PF_FILUSD,unknown_or_invalid,0,none
PF_FIOUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_FIOUSD,protected_2026_plus_quarantine,0,none_opaque_raw_line
PF_FIOUSD,rankable_2023_2025,7914,Decimal
PF_FIOUSD,unknown_or_invalid,0,none
PF_FLMUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_FLMUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_FLMUSD,rankable_2023_2025,9389,Decimal
PF_FLMUSD,unknown_or_invalid,0,none
PF_FLOKIUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_FLOKIUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_FLOKIUSD,rankable_2023_2025,14283,Decimal
PF_FLOKIUSD,unknown_or_invalid,0,none
PF_FLOWUSD,pre_rankable_before_2023_excluded,2501,Decimal_schema_only_not_calibration
PF_FLOWUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_FLOWUSD,rankable_2023_2025,26297,Decimal
PF_FLOWUSD,unknown_or_invalid,0,none
PF_FLRUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_FLRUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_FLRUSD,rankable_2023_2025,26068,Decimal
PF_FLRUSD,unknown_or_invalid,0,none
PF_FLUXUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_FLUXUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_FLUXUSD,rankable_2023_2025,9556,Decimal
PF_FLUXUSD,unknown_or_invalid,0,none
PF_FOLKSUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_FOLKSUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_FOLKSUSD,rankable_2023_2025,226,Decimal
PF_FOLKSUSD,unknown_or_invalid,0,none
PF_FTMUSD,pre_rankable_before_2023_excluded,2849,Decimal_schema_only_not_calibration
PF_FTMUSD,protected_2026_plus_quarantine,0,none_opaque_raw_line
PF_FTMUSD,rankable_2023_2025,17769,Decimal
PF_FTMUSD,unknown_or_invalid,0,none
PF_FWOGUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_FWOGUSD,protected_2026_plus_quarantine,0,none_opaque_raw_line
PF_FWOGUSD,rankable_2023_2025,25,Decimal
PF_FWOGUSD,unknown_or_invalid,0,none
PF_FXSUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_FXSUSD,protected_2026_plus_quarantine,469,none_opaque_raw_line
PF_FXSUSD,rankable_2023_2025,20499,Decimal
PF_FXSUSD,unknown_or_invalid,0,none
PF_GALAUSD,pre_rankable_before_2023_excluded,2585,Decimal_schema_only_not_calibration
PF_GALAUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_GALAUSD,rankable_2023_2025,26297,Decimal
PF_GALAUSD,unknown_or_invalid,0,none
PF_GALUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_GALUSD,protected_2026_plus_quarantine,0,none_opaque_raw_line
PF_GALUSD,rankable_2023_2025,11204,Decimal
PF_GALUSD,unknown_or_invalid,0,none
PF_GASUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_GASUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_GASUSD,rankable_2023_2025,10443,Decimal
PF_GASUSD,unknown_or_invalid,0,none
PF_GBPUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_GBPUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_GBPUSD,rankable_2023_2025,6196,Decimal
PF_GBPUSD,unknown_or_invalid,0,none
PF_GHSTUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_GHSTUSD,protected_2026_plus_quarantine,0,none_opaque_raw_line
PF_GHSTUSD,rankable_2023_2025,3404,Decimal
PF_GHSTUSD,unknown_or_invalid,0,none
PF_GIGAUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_GIGAUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_GIGAUSD,rankable_2023_2025,9192,Decimal
PF_GIGAUSD,unknown_or_invalid,0,none
PF_GLDXUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_GLDXUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_GLDXUSD,rankable_2023_2025,346,Decimal
PF_GLDXUSD,unknown_or_invalid,0,none
PF_GLMRUSD,pre_rankable_before_2023_excluded,2099,Decimal_schema_only_not_calibration
PF_GLMRUSD,protected_2026_plus_quarantine,0,none_opaque_raw_line
PF_GLMRUSD,rankable_2023_2025,23479,Decimal
PF_GLMRUSD,unknown_or_invalid,0,none
PF_GLMUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_GLMUSD,protected_2026_plus_quarantine,0,none_opaque_raw_line
PF_GLMUSD,rankable_2023_2025,8801,Decimal
PF_GLMUSD,unknown_or_invalid,0,none
PF_GMTUSD,pre_rankable_before_2023_excluded,2975,Decimal_schema_only_not_calibration
PF_GMTUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_GMTUSD,rankable_2023_2025,26297,Decimal
PF_GMTUSD,unknown_or_invalid,0,none
PF_GMXUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_GMXUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_GMXUSD,rankable_2023_2025,24690,Decimal
PF_GMXUSD,unknown_or_invalid,0,none
PF_GOATUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_GOATUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_GOATUSD,rankable_2023_2025,10388,Decimal
PF_GOATUSD,unknown_or_invalid,0,none
PF_GPSUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_GPSUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_GPSUSD,rankable_2023_2025,7013,Decimal
PF_GPSUSD,unknown_or_invalid,0,none
PF_GRASSUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_GRASSUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_GRASSUSD,rankable_2023_2025,9886,Decimal
PF_GRASSUSD,unknown_or_invalid,0,none
PF_GRIFFAINUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_GRIFFAINUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_GRIFFAINUSD,rankable_2023_2025,8233,Decimal
PF_GRIFFAINUSD,unknown_or_invalid,0,none
PF_GRTUSD,pre_rankable_before_2023_excluded,2501,Decimal_schema_only_not_calibration
PF_GRTUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_GRTUSD,rankable_2023_2025,26297,Decimal
PF_GRTUSD,unknown_or_invalid,0,none
PF_GTCUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_GTCUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_GTCUSD,rankable_2023_2025,13467,Decimal
PF_GTCUSD,unknown_or_invalid,0,none
PF_GUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_GUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_GUSD,rankable_2023_2025,7920,Decimal
PF_GUSD,unknown_or_invalid,0,none
PF_HAEDALUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_HAEDALUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_HAEDALUSD,rankable_2023_2025,5353,Decimal
PF_HAEDALUSD,unknown_or_invalid,0,none
PF_HBARUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_HBARUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_HBARUSD,rankable_2023_2025,13301,Decimal
PF_HBARUSD,unknown_or_invalid,0,none
PF_HFTUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_HFTUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_HFTUSD,rankable_2023_2025,21339,Decimal
PF_HFTUSD,unknown_or_invalid,0,none
PF_HIGHUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_HIGHUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_HIGHUSD,rankable_2023_2025,12964,Decimal
PF_HIGHUSD,unknown_or_invalid,0,none
PF_HIPPOUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_HIPPOUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_HIPPOUSD,rankable_2023_2025,9389,Decimal
PF_HIPPOUSD,unknown_or_invalid,0,none
PF_HIVEUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_HIVEUSD,protected_2026_plus_quarantine,0,none_opaque_raw_line
PF_HIVEUSD,rankable_2023_2025,6452,Decimal
PF_HIVEUSD,unknown_or_invalid,0,none
PF_HMSTRUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_HMSTRUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_HMSTRUSD,rankable_2023_2025,10394,Decimal
PF_HMSTRUSD,unknown_or_invalid,0,none
PF_HNTUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_HNTUSD,protected_2026_plus_quarantine,0,none_opaque_raw_line
PF_HNTUSD,rankable_2023_2025,8419,Decimal
PF_HNTUSD,unknown_or_invalid,0,none
PF_HONEYUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_HONEYUSD,protected_2026_plus_quarantine,0,none_opaque_raw_line
PF_HONEYUSD,rankable_2023_2025,1605,Decimal
PF_HONEYUSD,unknown_or_invalid,0,none
PF_HOOKUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_HOOKUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_HOOKUSD,rankable_2023_2025,9048,Decimal
PF_HOOKUSD,unknown_or_invalid,0,none
PF_HOTUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_HOTUSD,protected_2026_plus_quarantine,0,none_opaque_raw_line
PF_HOTUSD,rankable_2023_2025,8129,Decimal
PF_HOTUSD,unknown_or_invalid,0,none
PF_HUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_HUSD,protected_2026_plus_quarantine,0,none_opaque_raw_line
PF_HUSD,rankable_2023_2025,1192,Decimal
PF_HUSD,unknown_or_invalid,0,none
PF_HYPEUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_HYPEUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_HYPEUSD,rankable_2023_2025,8185,Decimal
PF_HYPEUSD,unknown_or_invalid,0,none
PF_ICPUSD,pre_rankable_before_2023_excluded,2333,Decimal_schema_only_not_calibration
PF_ICPUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_ICPUSD,rankable_2023_2025,26297,Decimal
PF_ICPUSD,unknown_or_invalid,0,none
PF_ICXUSD,pre_rankable_before_2023_excluded,2249,Decimal_schema_only_not_calibration
PF_ICXUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_ICXUSD,rankable_2023_2025,26297,Decimal
PF_ICXUSD,unknown_or_invalid,0,none
PF_IDEXUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_IDEXUSD,protected_2026_plus_quarantine,0,none_opaque_raw_line
PF_IDEXUSD,rankable_2023_2025,4219,Decimal
PF_IDEXUSD,unknown_or_invalid,0,none
PF_IDUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_IDUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_IDUSD,rankable_2023_2025,7729,Decimal
PF_IDUSD,unknown_or_invalid,0,none
PF_IMXUSD,pre_rankable_before_2023_excluded,1931,Decimal_schema_only_not_calibration
PF_IMXUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_IMXUSD,rankable_2023_2025,26297,Decimal
PF_IMXUSD,unknown_or_invalid,0,none
PF_INITUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_INITUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_INITUSD,rankable_2023_2025,5430,Decimal
PF_INITUSD,unknown_or_invalid,0,none
PF_INJUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_INJUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_INJUSD,rankable_2023_2025,24022,Decimal
PF_INJUSD,unknown_or_invalid,0,none
PF_IOSTUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_IOSTUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_IOSTUSD,rankable_2023_2025,9048,Decimal
PF_IOSTUSD,unknown_or_invalid,0,none
PF_IOTAUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_IOTAUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_IOTAUSD,rankable_2023_2025,9389,Decimal
PF_IOTAUSD,unknown_or_invalid,0,none
PF_IOTXUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_IOTXUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_IOTXUSD,rankable_2023_2025,9048,Decimal
PF_IOTXUSD,unknown_or_invalid,0,none
PF_IOUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_IOUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_IOUSD,rankable_2023_2025,8094,Decimal
PF_IOUSD,unknown_or_invalid,0,none
PF_IPUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_IPUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_IPUSD,rankable_2023_2025,7184,Decimal
PF_IPUSD,unknown_or_invalid,0,none
PF_JASMYUSD,pre_rankable_before_2023_excluded,0,Decimal_schema_only_not_calibration
PF_JASMYUSD,protected_2026_plus_quarantine,745,none_opaque_raw_line
PF_JASMYUSD,rankable_2023_2025,24012,Decimal
PF_JASMYUSD,unknown_or_invalid,0,none
