time,open,high,low,close,volume,source_url,venue_symbol,chunk_start_utc,chunk_end_utc,resolution,historical_backfill,rankable_pre_holdout,contains_protected_period
1767139200000,88415.0564365029,88415.3923785663,88310.2984993605,88347.2862083613,0,https://futures.kraken.com/api/charts/v1/mark/PF_XBTUSD/5m?from=1767139200&to=1767225599,PF_XBTUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767139500000,88347.2862083613,88378.2321624368,88299.3217720606,88317.0984434366,0,https://futures.kraken.com/api/charts/v1/mark/PF_XBTUSD/5m?from=1767139200&to=1767225599,PF_XBTUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767139800000,88317.0984434366,88319.02854386,88262.4256715457,88299.138702744,0,https://futures.kraken.com/api/charts/v1/mark/PF_XBTUSD/5m?from=1767139200&to=1767225599,PF_XBTUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767140100000,88299.138702744,88332.2186790371,88226.8836963506,88231.5365405994,0,https://futures.kraken.com/api/charts/v1/mark/PF_XBTUSD/5m?from=1767139200&to=1767225599,PF_XBTUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767140400000,88231.5365405994,88281.3787926799,88227.2690282425,88260.8134788852,0,https://futures.kraken.com/api/charts/v1/mark/PF_XBTUSD/5m?from=1767139200&to=1767225599,PF_XBTUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767140700000,88260.8134788852,88389.2163453536,88239.3575635668,88314.5448820913,0,https://futures.kraken.com/api/charts/v1/mark/PF_XBTUSD/5m?from=1767139200&to=1767225599,PF_XBTUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767141000000,88314.5448820913,88321.0057585722,88174.6966320655,88273.4649005741,0,https://futures.kraken.com/api/charts/v1/mark/PF_XBTUSD/5m?from=1767139200&to=1767225599,PF_XBTUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767141300000,88273.4649005741,88280.7281690206,88224.7327357768,88230.780924915,0,https://futures.kraken.com/api/charts/v1/mark/PF_XBTUSD/5m?from=1767139200&to=1767225599,PF_XBTUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767141600000,88230.780924915,88279.4815403315,88227.9826804506,88247.9936379542,0,https://futures.kraken.com/api/charts/v1/mark/PF_XBTUSD/5m?from=1767139200&to=1767225599,PF_XBTUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767141900000,88247.9936379542,88247.9936379542,88190.1892947428,88223.5327733585,0,https://futures.kraken.com/api/charts/v1/mark/PF_XBTUSD/5m?from=1767139200&to=1767225599,PF_XBTUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767142200000,88223.5327733585,88239.6349437498,88178.5393560493,88205.7875559789,0,https://futures.kraken.com/api/charts/v1/mark/PF_XBTUSD/5m?from=1767139200&to=1767225599,PF_XBTUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767142500000,88205.7875559789,88208.1660713614,88173.4457019897,88184.1547843303,0,https://futures.kraken.com/api/charts/v1/mark/PF_XBTUSD/5m?from=1767139200&to=1767225599,PF_XBTUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767142800000,88184.1547843303,88229.5699020904,88153.6869867942,88217.0412460472,0,https://futures.kraken.com/api/charts/v1/mark/PF_XBTUSD/5m?from=1767139200&to=1767225599,PF_XBTUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767143100000,88217.0412460472,88235.0961252371,88113.151484832,88144.5229834394,0,https://futures.kraken.com/api/charts/v1/mark/PF_XBTUSD/5m?from=1767139200&to=1767225599,PF_XBTUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767143400000,88144.5229834394,88255.7703357555,88097.1923891277,88234.4720116626,0,https://futures.kraken.com/api/charts/v1/mark/PF_XBTUSD/5m?from=1767139200&to=1767225599,PF_XBTUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767143700000,88234.4720116626,88548.8092759356,88231.3336105236,88548.8092759356,0,https://futures.kraken.com/api/charts/v1/mark/PF_XBTUSD/5m?from=1767139200&to=1767225599,PF_XBTUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767144000000,88548.8092759356,88620.4759325065,88467.1861917608,88577.2919959225,0,https://futures.kraken.com/api/charts/v1/mark/PF_XBTUSD/5m?from=1767139200&to=1767225599,PF_XBTUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767144300000,88577.2919959225,88581.6243803389,88503.0643257087,88512.6917183836,0,https://futures.kraken.com/api/charts/v1/mark/PF_XBTUSD/5m?from=1767139200&to=1767225599,PF_XBTUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767144600000,88512.6917183836,88692.7824443346,88507.1732904283,88691.0885913489,0,https://futures.kraken.com/api/charts/v1/mark/PF_XBTUSD/5m?from=1767139200&to=1767225599,PF_XBTUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767144900000,88691.0885913489,88693.9917641253,88574.5921157251,88574.5921157251,0,https://futures.kraken.com/api/charts/v1/mark/PF_XBTUSD/5m?from=1767139200&to=1767225599,PF_XBTUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767145200000,88574.5921157251,88679.7135557521,88574.5921157251,88664.5016282232,0,https://futures.kraken.com/api/charts/v1/mark/PF_XBTUSD/5m?from=1767139200&to=1767225599,PF_XBTUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767145500000,88664.5016282232,88717.2323174791,88643.7800322216,88652.9127294157,0,https://futures.kraken.com/api/charts/v1/mark/PF_XBTUSD/5m?from=1767139200&to=1767225599,PF_XBTUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767145800000,88652.9127294157,88668.4005276538,88557.8288788155,88570.5276068295,0,https://futures.kraken.com/api/charts/v1/mark/PF_XBTUSD/5m?from=1767139200&to=1767225599,PF_XBTUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767146100000,88570.5276068295,88586.7134459548,88525.0125196713,88577.9703771785,0,https://futures.kraken.com/api/charts/v1/mark/PF_XBTUSD/5m?from=1767139200&to=1767225599,PF_XBTUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767146400000,88577.9703771785,88596.7610843988,88450.6824893225,88593.3384614283,0,https://futures.kraken.com/api/charts/v1/mark/PF_XBTUSD/5m?from=1767139200&to=1767225599,PF_XBTUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767146700000,88593.3384614283,88594.1487757379,88512.3503486234,88519.9088192859,0,https://futures.kraken.com/api/charts/v1/mark/PF_XBTUSD/5m?from=1767139200&to=1767225599,PF_XBTUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767147000000,88519.9088192859,88613.3000818613,88513.9361505759,88611.3808861452,0,https://futures.kraken.com/api/charts/v1/mark/PF_XBTUSD/5m?from=1767139200&to=1767225599,PF_XBTUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
