branch_id,attempt,parent_direction,trade_direction,year,symbol,event_count
primary_positive_efficient_continuation,primary,1,1,2025,PF_SEIUSD,44
primary_positive_efficient_continuation,primary,1,1,2025,PF_SHIBUSD,76
primary_positive_efficient_continuation,primary,1,1,2025,PF_SNXUSD,16
primary_positive_efficient_continuation,primary,1,1,2025,PF_SOLUSD,83
primary_positive_efficient_continuation,primary,1,1,2025,PF_SPXUSD,38
primary_positive_efficient_continuation,primary,1,1,2025,PF_STRKUSD,9
primary_positive_efficient_continuation,primary,1,1,2025,PF_STXUSD,80
primary_positive_efficient_continuation,primary,1,1,2025,PF_SUIUSD,66
primary_positive_efficient_continuation,primary,1,1,2025,PF_SUSHIUSD,42
primary_positive_efficient_continuation,primary,1,1,2025,PF_TAOUSD,64
primary_positive_efficient_continuation,primary,1,1,2025,PF_THETAUSD,5
primary_positive_efficient_continuation,primary,1,1,2025,PF_TIAUSD,81
primary_positive_efficient_continuation,primary,1,1,2025,PF_TRUMPUSD,62
primary_positive_efficient_continuation,primary,1,1,2025,PF_TRXUSD,128
primary_positive_efficient_continuation,primary,1,1,2025,PF_TURBOUSD,46
primary_positive_efficient_continuation,primary,1,1,2025,PF_UNIUSD,110
primary_positive_efficient_continuation,primary,1,1,2025,PF_VETUSD,6
primary_positive_efficient_continuation,primary,1,1,2025,PF_VIRTUALUSD,30
primary_positive_efficient_continuation,primary,1,1,2025,PF_WIFUSD,65
primary_positive_efficient_continuation,primary,1,1,2025,PF_WLDUSD,97
primary_positive_efficient_continuation,primary,1,1,2025,PF_WUSD,8
primary_positive_efficient_continuation,primary,1,1,2025,PF_XBTUSD,17
primary_positive_efficient_continuation,primary,1,1,2025,PF_XLMUSD,74
primary_positive_efficient_continuation,primary,1,1,2025,PF_XMRUSD,77
primary_positive_efficient_continuation,primary,1,1,2025,PF_XRPUSD,44
primary_positive_efficient_continuation,primary,1,1,2025,PF_XTZUSD,22
primary_positive_efficient_continuation,primary,1,1,2025,PF_ZECUSD,47
primary_positive_efficient_continuation,primary,1,1,2025,PF_ZENUSD,4
robustness_negative_completed_failure,robustness,-1,1,2023,PF_AAVEUSD,9
robustness_negative_completed_failure,robustness,-1,1,2023,PF_ADAUSD,80
robustness_negative_completed_failure,robustness,-1,1,2023,PF_ATOMUSD,84
robustness_negative_completed_failure,robustness,-1,1,2023,PF_AVAXUSD,29
robustness_negative_completed_failure,robustness,-1,1,2023,PF_AXSUSD,2
robustness_negative_completed_failure,robustness,-1,1,2023,PF_BCHUSD,101
robustness_negative_completed_failure,robustness,-1,1,2023,PF_CRVUSD,135
robustness_negative_completed_failure,robustness,-1,1,2023,PF_DOGEUSD,95
robustness_negative_completed_failure,robustness,-1,1,2023,PF_DOTUSD,4
robustness_negative_completed_failure,robustness,-1,1,2023,PF_ETHUSD,42
robustness_negative_completed_failure,robustness,-1,1,2023,PF_LINKUSD,68
robustness_negative_completed_failure,robustness,-1,1,2023,PF_LTCUSD,95
robustness_negative_completed_failure,robustness,-1,1,2023,PF_SOLUSD,115
robustness_negative_completed_failure,robustness,-1,1,2023,PF_UNIUSD,8
robustness_negative_completed_failure,robustness,-1,1,2023,PF_XBTUSD,50
robustness_negative_completed_failure,robustness,-1,1,2023,PF_XRPUSD,64
robustness_negative_completed_failure,robustness,-1,1,2024,PF_AAVEUSD,58
robustness_negative_completed_failure,robustness,-1,1,2024,PF_ADAUSD,49
robustness_negative_completed_failure,robustness,-1,1,2024,PF_APEUSD,5
robustness_negative_completed_failure,robustness,-1,1,2024,PF_APTUSD,61
robustness_negative_completed_failure,robustness,-1,1,2024,PF_ARBUSD,32
robustness_negative_completed_failure,robustness,-1,1,2024,PF_ATOMUSD,95
robustness_negative_completed_failure,robustness,-1,1,2024,PF_AVAXUSD,94
robustness_negative_completed_failure,robustness,-1,1,2024,PF_AXSUSD,1
robustness_negative_completed_failure,robustness,-1,1,2024,PF_BCHUSD,135
robustness_negative_completed_failure,robustness,-1,1,2024,PF_BEAMUSD,7
robustness_negative_completed_failure,robustness,-1,1,2024,PF_BNBUSD,48
robustness_negative_completed_failure,robustness,-1,1,2024,PF_BONKUSD,50
robustness_negative_completed_failure,robustness,-1,1,2024,PF_CRVUSD,92
robustness_negative_completed_failure,robustness,-1,1,2024,PF_DASHUSD,9
robustness_negative_completed_failure,robustness,-1,1,2024,PF_DOGEUSD,35
robustness_negative_completed_failure,robustness,-1,1,2024,PF_DOTUSD,62
robustness_negative_completed_failure,robustness,-1,1,2024,PF_DYMUSD,6
robustness_negative_completed_failure,robustness,-1,1,2024,PF_ENSUSD,73
robustness_negative_completed_failure,robustness,-1,1,2024,PF_ETHUSD,78
robustness_negative_completed_failure,robustness,-1,1,2024,PF_FILUSD,25
robustness_negative_completed_failure,robustness,-1,1,2024,PF_GALAUSD,6
