feature,scope,month,mean_bin0,mean_bin9,delta_mean_pnl_R
rs_pct,ALL,2023-12,-0.5064706507324302,1.5642987621814388,2.070769412913869
rs_pct,ALL,2024-01,,0.3970264962972284,
rs_pct,ALL,2024-02,-0.4340043981448051,1.30966870747289,1.7436731056176953
rs_pct,ALL,2024-03,-0.9139164264095412,0.9870701953842947,1.900986621793836
rs_pct,ALL,2024-04,,0.3982046922216206,
rs_pct,ALL,2024-05,-1.051087268799405,0.7100590136516399,1.7611462824510449
rs_pct,ALL,2024-06,,-0.20101055704797222,
rs_pct,ALL,2024-07,-0.6802969242270178,0.20017880847529837,0.8804757327023162
rs_pct,ALL,2024-08,-0.9182062769003478,0.19634584661345936,1.1145521235138072
rs_pct,ALL,2024-09,-0.7517459999365604,-0.06367732588991963,0.6880686740466408
rs_pct,ALL,2024-10,-1.03694746439095,0.2879609092391539,1.324908373630104
rs_pct,ALL,2024-11,-0.4302379561004382,1.0406867784448528,1.470924734545291
rs_pct,ALL,2024-12,-0.24588725943884537,0.7045933968372348,0.9504806562760801
rs_pct,ALL,2025-01,,0.5364237297694793,
rs_pct,ALL,2025-02,,0.08002748291753223,
rs_pct,ALL,2025-03,-1.0348364981308475,-0.30133257984838535,0.7335039182824622
rs_pct,ALL,2025-04,-0.6363826985292942,0.5162644752953457,1.15264717382464
rs_pct,ALL,2025-05,-0.636070361244905,0.40859650452396884,1.0446668657688738
rs_pct,ALL,2025-06,-1.0197147965983748,0.38616684775928484,1.4058816443576596
rs_pct,ALL,2025-07,-0.15333496966786123,1.0005375547168647,1.1538725243847259
rs_pct,ALL,2025-08,-1.028580903277995,0.6537792195462687,1.6823601228242637
rs_pct,ALL,2025-09,-0.8238709842432156,0.851854253205974,1.6757252374491896
rs_pct,ALL,2025-10,1.36586539943377,0.7067840790249439,-0.659081320408826
rs_pct,ALL,2025-11,,0.7843802369326335,
rsi_1h,ALL,2023-01,-0.7661359820833369,-1.017590745229244,-0.2514547631459072
rsi_1h,ALL,2023-02,-0.6001614104656596,0.0013649451847714466,0.6015263556504311
rsi_1h,ALL,2023-03,0.011487888393573028,0.4952720471414622,0.4837841587478892
rsi_1h,ALL,2023-04,-0.9252834184812058,0.8179953883864565,1.7432788068676621
rsi_1h,ALL,2023-05,-0.584316841760615,-0.41760878785181005,0.166708053908805
rsi_1h,ALL,2023-06,-0.80206121673692,1.2587145615171174,2.0607757782540372
rsi_1h,ALL,2023-07,-0.5182717605574885,-0.7884927946959386,-0.2702210341384501
