definition_id,market_day_clusters,resamples,seed,lower_bps,upper_bps
kda02_v2_primary_negative_completed_purge_reversal_timeout_1h,652,10000,20260719,-16.11842594903397,-2.190022864010139
kda02_v2_primary_negative_completed_purge_reversal_timeout_6h,651,10000,20260719,-2.6700115788276957,31.868718503788443
kda02_v2_primary_positive_completed_purge_reversal_timeout_1h,485,10000,20260719,-28.04609674426152,-7.273819074523056
kda02_v2_primary_positive_completed_purge_reversal_timeout_6h,484,10000,20260719,-66.20827666577354,-18.233250197857835
kda02_v2_robustness_negative_completed_purge_reversal_timeout_1h,284,10000,20260719,-25.20781014496184,1.8918914729983958
kda02_v2_robustness_negative_completed_purge_reversal_timeout_6h,283,10000,20260719,-24.12344463440044,46.50549738338855
kda02_v2_robustness_positive_completed_purge_reversal_timeout_1h,124,10000,20260719,-47.84002206518518,18.101380048300648
kda02_v2_robustness_positive_completed_purge_reversal_timeout_6h,124,10000,20260719,-120.72892251096218,28.811022180629532
