definition_id,market_day_positive_share,symbol_positive_share,year_positive_share
kda02_v2_primary_negative_completed_purge_reversal_timeout_1h,0.022024617821282313,0.2618452579698933,
kda02_v2_primary_negative_completed_purge_reversal_timeout_6h,0.020812715380215764,0.11654585753698134,0.8609813305550834
kda02_v2_primary_positive_completed_purge_reversal_timeout_1h,0.03562068490489934,0.19162530860387678,
kda02_v2_primary_positive_completed_purge_reversal_timeout_6h,0.03736828359002098,0.139014735379663,
kda02_v2_robustness_negative_completed_purge_reversal_timeout_1h,0.04855757368638865,0.1653714614453291,
kda02_v2_robustness_negative_completed_purge_reversal_timeout_6h,0.047493688532376475,0.12351378606073156,0.9245359659474599
kda02_v2_robustness_positive_completed_purge_reversal_timeout_1h,0.15380388182787028,0.6222642226742336,
kda02_v2_robustness_positive_completed_purge_reversal_timeout_6h,0.13664661356190627,0.2507981085467517,
