scope,threshold,n,pos_rate,mean_pnl_R,sum_pnl_R,win_rate,time_rate,mean_pnl_R_not_time,rank_by_mean_pnl,rank_by_sum_pnl
ALL,0.0,8149,0.25377346913731746,0.03616152560975594,294.68027219390115,0.2869063688796171,0.1794085163823782,-0.14745045392081418,29.0,29.0
ALL,0.02,7954,0.25974352527030425,0.06252063726232665,497.28914878454617,0.29368871008297714,0.1836811667085743,-0.12011273679755143,28.0,28.0
ALL,0.04,7953,0.2597761850873884,0.06265880898956958,498.32550789404684,0.2937256381239784,0.18370426254243682,-0.11997160211290828,27.0,27.0
ALL,0.06,6865,0.29278951201748,0.20555432930670245,1411.1304706905123,0.3297887836853605,0.20087399854333576,0.031328436956019286,26.0,18.0
ALL,0.08,6865,0.29278951201748,0.20555432930670245,1411.1304706905123,0.3297887836853605,0.20087399854333576,0.031328436956019286,26.0,18.0
ALL,0.1,6423,0.3082671648762261,0.2769044811460535,1778.5574824011014,0.3468784057294099,0.20831387202241944,0.11071816955476324,25.0,17.0
ALL,0.12,5841,0.32819722650231126,0.36441378236051325,2128.540902767758,0.3684300633453176,0.21862694744050676,0.2107521833730321,24.0,14.0
ALL,0.14,5840,0.32825342465753427,0.36464984137977824,2129.555073657905,0.3684931506849315,0.21866438356164383,0.2110206302442835,23.0,13.0
ALL,0.16,5409,0.34350157145498245,0.4307674628519173,2330.0212065660207,0.38472915511185063,0.2257348863006101,0.28712679621421777,22.0,10.0
ALL,0.18,5270,0.34743833017077796,0.450550736204353,2374.4023797969403,0.38956356736242886,0.22789373814041747,0.3120914889026539,21.0,9.0
ALL,0.2,5270,0.34743833017077796,0.450550736204353,2374.4023797969403,0.38956356736242886,0.22789373814041747,0.3120914889026539,21.0,9.0
ALL,0.22,4268,0.3858950328022493,0.6207940663052909,2649.5490749909814,0.42830365510777885,0.23851921274601687,0.5160722619510438,20.0,2.0
ALL,0.24,4262,0.38596902862505866,0.6212073090625881,2647.585551224751,0.4284373533552323,0.2383857343969967,0.5164182567841097,19.0,3.0
ALL,0.26,4259,0.3857713078187368,0.6214188475503137,2646.622871716786,0.4282695468419817,0.23808405729044377,0.5168881659987504,18.0,4.0
ALL,0.28,3659,0.4083082809510795,0.7263232821644044,2657.616889439556,0.45121617928395735,0.23995627220552063,0.6472395717094072,17.0,1.0
ALL,0.3,2437,0.47599507591300777,1.038838558392708,2531.6495668030293,0.521953221173574,0.25112843660238,1.0342222334938702,14.0,6.0
ALL,0.32,2436,0.47619047619047616,1.0396829009205468,2532.667546642452,0.5221674876847291,0.2512315270935961,1.0353473442794603,13.0,5.0
ALL,0.34,2435,0.4759753593429158,1.0384741691496044,2528.6846018792867,0.5219712525667352,0.2513347022587269,1.0337304504676743,15.0,7.0
ALL,0.36,2433,0.4759556103575832,1.0381177536391735,2525.740494604109,0.5219893136046033,0.25154130702836003,1.0332490411462887,16.0,8.0
ALL,0.38,2433,0.4759556103575832,1.0381177536391735,2525.740494604109,0.5219893136046033,0.25154130702836003,1.0332490411462887,16.0,8.0
ALL,0.4,2433,0.4759556103575832,1.0381177536391735,2525.740494604109,0.5219893136046033,0.25154130702836003,1.0332490411462887,16.0,8.0
ALL,0.42,1618,0.5370828182941904,1.3229676010577414,2140.5615785114255,0.5822002472187886,0.2515451174289246,1.4148476612473178,11.0,11.0
ALL,0.44,1617,0.5367965367965368,1.321333746938849,2136.596668800119,0.5819418676561534,0.25170068027210885,1.4127401719497485,12.0,12.0
ALL,0.46,1617,0.5367965367965368,1.321333746938849,2136.596668800119,0.5819418676561534,0.25170068027210885,1.4127401719497485,12.0,12.0
ALL,0.48,1293,0.5622583139984532,1.4379832679169668,1859.3123654166382,0.6078886310904872,0.25831399845320957,1.5713226276138574,10.0,15.0
ALL,0.5,1290,0.5627906976744186,1.4398368397237618,1857.3895232436525,0.6085271317829457,0.2589147286821705,1.574242215176468,9.0,16.0
ALL,0.52,518,0.6776061776061776,2.0107560776623585,1041.5716482291018,0.7142857142857143,0.23166023166023167,2.248053835515957,8.0,20.0
ALL,0.54,517,0.6789168278529981,2.0166019340159966,1042.5831998862702,0.7156673114119922,0.23210831721470018,2.256264428696522,7.0,19.0
ALL,0.56,481,0.6881496881496881,2.0511965626924353,986.6255466550615,0.7214137214137214,0.23492723492723494,2.297573339756717,5.0,21.0
ALL,0.58,480,0.6875,2.0501969670884637,984.0945442024625,0.7208333333333333,0.23333333333333334,2.297573339756717,6.0,22.0
ALL,0.6,480,0.6875,2.0501969670884637,984.0945442024625,0.7208333333333333,0.23333333333333334,2.297573339756717,6.0,22.0
ALL,0.62,480,0.6875,2.0501969670884637,984.0945442024625,0.7208333333333333,0.23333333333333334,2.297573339756717,6.0,22.0
ALL,0.64,424,0.6957547169811321,2.102787309889523,891.5818193931577,0.7287735849056604,0.22641509433962265,2.337521751388244,4.0,23.0
ALL,0.66,357,0.7254901960784313,2.236182818973637,798.3172663735884,0.7535014005602241,0.22408963585434175,2.4881260248349193,3.0,24.0
ALL,0.68,357,0.7254901960784313,2.236182818973637,798.3172663735884,0.7535014005602241,0.22408963585434175,2.4881260248349193,3.0,24.0
ALL,0.7000000000000001,357,0.7254901960784313,2.236182818973637,798.3172663735884,0.7535014005602241,0.22408963585434175,2.4881260248349193,3.0,24.0
ALL,0.72,357,0.7254901960784313,2.236182818973637,798.3172663735884,0.7535014005602241,0.22408963585434175,2.4881260248349193,3.0,24.0
ALL,0.74,357,0.7254901960784313,2.236182818973637,798.3172663735884,0.7535014005602241,0.22408963585434175,2.4881260248349193,3.0,24.0
ALL,0.76,298,0.738255033557047,2.2898454128545214,682.3739330306473,0.761744966442953,0.2181208053691275,2.5518053565242096,2.0,26.0
ALL,0.78,297,0.7407407407407407,2.301011809712085,683.4005074844891,0.7643097643097643,0.21885521885521886,2.5672294074309594,1.0,25.0
RISK_ON_1,0.0,2436,0.3230706075533662,0.3303128748112824,804.642163040284,0.35385878489326766,0.20402298850574713,0.15799539063517415,15.0,12.0
RISK_ON_1,0.02,2400,0.3279166666666667,0.35065369258399565,841.5688622015896,0.3591666666666667,0.20708333333333334,0.18038873442086617,14.0,11.0
